page,statement,row_label,actuals_2019_20_revenue,actuals_2019_20_capital,actuals_2019_20_total,BE_2020_21_revenue,BE_2020_21_capital,BE_2020_21_total,RE_2020_21_revenue,RE_2020_21_capital,RE_2020_21_total,BE_2021_22_revenue,BE_2021_22_capital,BE_2021_22_total
62,Statement 4C,69. Other Central Expenditure,28.58,0.21,28.79,-27.53,34.53,7.0,-6.0,12.0,6.0,-31.0,41.0,10.0
62,Statement 4C,Demand No. 43,,,,119.21,,119.21,64.09,,64.09,72.4,,72.4
62,Statement 4C,70. Other Central Expenditure,,,,119.21,,119.21,64.09,,64.09,72.4,,72.4
62,Statement 4C,Demand No. 44,11226.71,116.4,11343.11,10153.2,39.39,10192.59,11425.21,40.39,11465.6,11387.12,91.72,11478.84
62,Statement 4C,71. Met From Reserve Fund,-2882.05,-1132.33,-4014.38,-36002.1,-667.9,-36670.0,-14360.0,,-14360.0,-16303.13,-1846.87,-18150.0
62,Statement 4C,72.   Other Central Expenditure,1534.45,116.4,1650.85,1336.31,39.39,1375.7,1256.52,40.39,1296.91,1455.65,91.72,1547.37
62,Statement 4C,73.   All Indian Institute of Medical Science,3395.19,,3395.19,3489.96,,3489.96,3489.96,,3489.96,3800.0,,3800.0
62,Statement 4C,74.   Jawaharlal Institute of Post Graduate Medical,932.54,,932.54,1000.0,,1000.0,900.0,,900.0,1000.0,,1000.0
62,Statement 4C,75.   Medical Treatment of CGHS Pensioners (PORB),2617.22,,2617.22,1750.17,,1750.17,2805.0,,2805.0,2300.0,,2300.0
62,Statement 4C,76.   National Institute of Mental Health and Neuro-,453.41,,453.41,434.43,,434.43,474.43,,474.43,500.44,,500.44
62,Statement 4C,77.   Other Autonomous Bodies,621.4,,621.4,715.8,,715.8,637.77,,637.77,717.21,,717.21
62,Statement 4C,78.   Post Graduate Institute of Medical Education and,1672.5,,1672.5,1426.53,,1426.53,1861.53,,1861.53,1613.82,,1613.82
62,Statement 4C,79.   Support from Central Roads & Infrastructure Fund,2839.05,1132.33,3971.38,3732.1,667.9,4400.0,2860.0,,2860.0,2303.13,1846.87,4150.0
62,Statement 4C,80.   Support from National Investment Fund (NIF),43.0,,43.0,32270.0,,32270.0,11500.0,,11500.0,14000.0,,14000.0
62,Statement 4C,Demand No. 45,1608.68,,1608.68,1795.71,,1795.71,1697.71,,1697.71,2358.0,,2358.0
62,Statement 4C,81. Other Central Expenditure,129.51,,129.51,,,,,,,,,
62,Statement 4C,"82.   Indian Council of Medical Research, New Delhi",1479.17,,1479.17,1795.71,,1795.71,1697.71,,1697.71,2358.0,,2358.0
62,Statement 4C,Demand No. 46,-10.67,243.7,233.03,8.01,259.63,267.64,166.47,197.26,363.73,17.01,0.2,17.21
62,Statement 4C,83. Other Central Expenditure,-10.67,243.7,233.03,8.01,259.63,267.64,166.47,197.26,363.73,17.01,0.2,17.21
62,Statement 4C,Demand No. 48,1330.17,85.33,1415.5,4558.96,95.0,4653.96,758.46,78.0,836.46,3841.0,80.0,3921.0
62,Statement 4C,84. Other Central Expenditure,95.61,,95.61,85.96,,85.96,81.46,,81.46,152.72,,152.72
62,Statement 4C,"85.   Census, Survey and Statistics/Registrar General of",1234.56,85.33,1319.89,4473.0,95.0,4568.0,677.0,78.0,755.0,3688.28,80.0,3768.28
63,Statement 4C,Demand No. 50,1317.5,971.41,2288.91,1494.23,1796.0,3290.23,1039.73,582.27,1622.0,1429.73,1981.0,3410.73
63,Statement 4C,86. Other Central Expenditure,752.42,0.81,753.23,794.23,1.0,795.23,405.09,1.0,406.09,595.1,1.0,596.1
63,Statement 4C,87.   Research,565.08,970.6,1535.68,700.0,1795.0,2495.0,634.64,581.27,1215.91,834.63,1980.0,2814.63
63,Statement 4C,Demand No. 51,2128.58,501.18,2629.76,2132.3,622.36,2754.66,2159.77,403.6,2563.37,2301.69,666.17,2967.86
63,Statement 4C,88. Other Central Expenditure,130.61,32.89,163.5,123.82,162.03,285.85,123.38,77.73,201.11,155.16,105.86,261.02
63,Statement 4C,89.   Schemes of UT,1997.97,468.29,2466.26,2008.48,460.33,2468.81,2036.39,325.87,2362.26,2146.53,560.31,2706.84
63,Statement 4C,Demand No. 52,1683.39,134.85,1818.24,1825.4,334.14,2159.54,1624.96,315.55,1940.51,1751.64,498.45,2250.09
63,Statement 4C,90. Other Central Expenditure,7.72,,7.72,17.0,,17.0,10.0,,10.0,15.0,,15.0
63,Statement 4C,91.   Grantee / Other Bodies,713.06,1.17,714.23,834.8,1.56,836.36,726.77,,726.77,804.25,,804.25
63,Statement 4C,92.   Schemes of UT,962.61,133.68,1096.29,973.6,332.58,1306.18,888.19,315.55,1203.74,932.39,498.45,1430.84
63,Statement 4C,Demand No. 53,897.24,639.5,1536.74,815.27,752.42,1567.69,438.28,407.22,845.5,815.05,764.83,1579.88
63,Statement 4C,93. Other Central Expenditure,897.24,639.5,1536.74,26.03,7.85,33.88,4.36,4.95,9.31,21.55,10.17,31.72
63,Statement 4C,94. Grantee / Other Bodies - Dadra and Nagar Haveli,,,,630.39,,630.39,303.05,,303.05,634.27,,634.27
63,Statement 4C,95. Schemes of UT - Dadra and Nagar Haveli and,,,,158.85,744.57,903.42,130.87,402.27,533.14,159.23,754.66,913.89
63,Statement 4C,Demand No. 54,,,,451.22,3626.28,4077.5,593.8,3626.28,4220.08,595.56,3626.36,4221.92
63,Statement 4C,96. Schemes of UT,,,,270.74,301.44,572.18,416.75,351.44,768.19,327.68,392.51,720.19
63,Statement 4C,97.   Tribal Area Component,,,,152.0,3324.84,3476.84,151.38,3274.84,3426.22,243.15,3233.85,3477.0
63,Statement 4C,98.   Other Central Expenditure,,,,28.48,,28.48,25.67,,25.67,24.73,,24.73
63,Statement 4C,Demand No. 55,742.61,167.61,910.22,749.06,201.37,950.43,749.06,201.37,950.43,807.11,228.85,1035.96
63,Statement 4C,99. Other Central Expenditure,10.21,1.35,11.56,8.74,3.4,12.14,8.74,3.4,12.14,9.87,2.35,12.22
63,Statement 4C,100.   Schemes of UT,732.4,166.26,898.66,740.32,197.97,938.29,740.32,197.97,938.29,797.24,226.5,1023.74
63,Statement 4C,Demand No. 59,83.89,,83.89,76.54,290.0,366.54,32.37,147.0,179.37,66.51,125.0,191.51
63,Statement 4C,101. Other Central Expenditure,83.89,,83.89,76.54,290.0,366.54,32.37,147.0,179.37,66.51,125.0,191.51
63,Statement 4C,Demand No. 60,2974.04,,2974.04,3080.41,,3080.41,2861.7,,2861.7,2875.41,,2875.41
63,Statement 4C,102. Support to Autonomous Bodies,2974.04,,2974.04,3080.41,,3080.41,2861.7,,2861.7,2875.41,,2875.41
64,Statement 4C,Demand No. 63,123.8,,123.8,100.0,,100.0,98.03,,98.03,105.0,,105.0
64,Statement 4C,103. Other Central Expenditure,123.8,,123.8,100.0,,100.0,98.03,,98.03,105.0,,105.0
64,Statement 4C,Demand No. 64,155.0,,155.0,117.0,,117.0,115.25,,115.25,116.5,,116.5
64,Statement 4C,104. Other Central Expenditure,155.0,,155.0,117.0,,117.0,115.25,,115.25,116.5,,116.5
64,Statement 4C,Demand No. 65,-2.79,,-2.79,,,,,,,,,
64,Statement 4C,105. Other Central Expenditure,-2.79,,-2.79,,,,,,,,,
64,Statement 4C,Demand No. 67,-19.89,,-19.89,,,,,,,,,
64,Statement 4C,106. Other Central Expenditure,-19.89,,-19.89,,,,,,,,,
64,Statement 4C,Demand No. 68,502.87,81.39,584.26,732.21,114.36,846.57,563.65,54.17,617.82,593.97,68.33,662.3
64,Statement 4C,107. Met From Reserve Fund,-68.31,,-68.31,-150.0,,-150.0,-90.0,,-90.0,-100.0,,-100.0
64,Statement 4C,108.   Other Central Expenditure,204.12,1.57,205.69,353.25,6.06,359.31,219.66,1.75,221.41,246.0,2.43,248.43
64,Statement 4C,109.   Geological Survey of India Activities,367.06,79.82,446.88,528.96,108.3,637.26,433.99,52.42,486.41,447.97,65.9,513.87
64,Statement 4C,Demand No. 69,2.0,,2.0,96.0,,96.0,91.42,,91.42,104.77,,104.77
64,Statement 4C,110. Other Central Expenditure,2.0,,2.0,96.0,,96.0,91.42,,91.42,104.77,,104.77
64,Statement 4C,Demand No. 70,-216.57,,-216.57,8.0,,8.0,32.35,,32.35,48.67,,48.67
64,Statement 4C,111. Other Central Expenditure,-216.57,,-216.57,8.0,,8.0,32.35,,32.35,48.67,,48.67
64,Statement 4C,Demand No. 73,25.84,,25.84,34.58,4.4,38.98,39.15,4.39,43.54,170.94,,170.94
64,Statement 4C,112. Other Central Expenditure,25.84,,25.84,34.58,4.4,38.98,39.15,4.39,43.54,170.94,,170.94
64,Statement 4C,Demand No. 75,42.99,42.05,85.04,60.19,,60.19,51.85,,51.85,203.37,,203.37
64,Statement 4C,113. Other Central Expenditure,42.99,42.05,85.04,60.19,,60.19,51.85,,51.85,203.37,,203.37
64,Statement 4C,Demand No. 76,6.38,,6.38,9.0,,9.0,9.5,,9.5,9.67,,9.67
64,Statement 4C,114. Other Central Expenditure,6.38,,6.38,9.0,,9.0,9.5,,9.5,9.67,,9.67
64,Statement 4C,Demand No. 77,359.25,17.13,376.38,446.2,10.0,456.2,309.84,10.0,319.84,339.85,25.0,364.85
64,Statement 4C,115. Other Central Expenditure,359.25,17.13,376.38,446.2,10.0,456.2,309.84,10.0,319.84,339.85,25.0,364.85
64,Statement 4C,Demand No. 78,2609.96,575.64,3185.6,3189.1,149.28,3338.38,2877.64,65.33,2942.97,4086.26,0.02,4086.28
65,Statement 4C,116. Other Central Expenditure,405.9,,405.9,413.73,65.01,478.74,210.86,0.02,210.88,441.93,0.02,441.95
65,Statement 4C,117.   Assistance to CPSUs,2204.06,575.64,2779.7,2775.37,84.27,2859.64,2666.78,65.31,2732.09,3644.33,,3644.33
65,Statement 4C,Demand No. 86,-41.85,12.52,-29.33,124.0,100.0,224.0,80.5,,80.5,124.0,,124.0
65,Statement 4C,118. Other Central Expenditure,-41.85,12.52,-29.33,124.0,100.0,224.0,80.5,,80.5,124.0,,124.0
65,Statement 4C,Demand No. 88,2241.27,,2241.27,2457.0,,2457.0,2127.0,,2127.0,2438.0,,2438.0
65,Statement 4C,119. Other Central Expenditure,67.0,,67.0,100.0,,100.0,10.0,,10.0,50.0,,50.0
65,Statement 4C,120.   Assistance to Autonomous Bodies,1217.7,,1217.7,1357.0,,1357.0,1375.0,,1375.0,1488.0,,1488.0
65,Statement 4C,121.   Science and Engineering Research Board,956.57,,956.57,1000.0,,1000.0,742.0,,742.0,900.0,,900.0
65,Statement 4C,Demand No. 89,792.53,,792.53,847.61,,847.61,605.0,,605.0,846.91,,846.91
65,Statement 4C,122. Other Central Expenditure,31.0,,31.0,32.0,,32.0,28.0,,28.0,40.0,,40.0
65,Statement 4C,123.   Assistance to Autonomous Institutions,761.53,,761.53,815.61,,815.61,577.0,,577.0,806.91,,806.91
65,Statement 4C,Demand No. 90,4833.6,0.04,4833.64,5317.0,0.5,5317.5,4213.98,0.5,4214.48,5151.77,0.5,5152.27
65,Statement 4C,124. Other Central Expenditure,2.02,0.04,2.06,5.0,0.5,5.5,5.58,0.5,6.08,7.5,0.5,8.0
65,Statement 4C,125.   Council of Scientific and Industrial Research (CSIR),4831.58,,4831.58,5312.0,,5312.0,4208.4,,4208.4,5144.27,,5144.27
65,Statement 4C,Demand No. 91,-2.85,,-2.85,,,,,,,,,
65,Statement 4C,126. Other Central Expenditure,-2.85,,-2.85,,,,,,,,,
65,Statement 4C,Demand No. 92,43.19,455.0,498.19,61.0,545.0,606.0,30.7,120.07,150.77,46.0,250.0,296.0
65,Statement 4C,127. Other Central Expenditure,43.19,455.0,498.19,61.0,545.0,606.0,30.7,120.07,150.77,46.0,250.0,296.0
65,Statement 4C,Demand No. 93,330.93,0.92,331.85,515.52,0.01,515.53,335.75,,335.75,427.93,0.01,427.94
65,Statement 4C,128. Other Central Expenditure,330.93,0.92,331.85,515.52,0.01,515.53,335.75,,335.75,427.93,0.01,427.94
65,Statement 4C,Demand No. 94,714.06,8.81,722.87,662.3,,662.3,635.46,,635.46,731.5,700.0,1431.5
65,Statement 4C,129. NewSpace India Limited (NSIL),,10.0,10.0,,,,,,,,700.0,700.0
65,Statement 4C,130.   Other Central Expenditure,714.06,-1.19,712.87,662.3,,662.3,635.46,,635.46,731.5,,731.5
65,Statement 4C,Demand No. 95,-8.42,,-8.42,,,,,,,,,
66,Statement 4C,131.   Other Central Expenditure,-8.42,,-8.42,,,,,,,,,
66,Statement 4C,Demand No. 96,146.43,,146.43,46.42,,46.42,45.1,,45.1,1.47,,1.47
66,Statement 4C,132. Other Central Expenditure,146.43,,146.43,46.42,,46.42,45.1,,45.1,1.47,,1.47
66,Statement 4C,Demand No. 97,-27.09,17.0,-10.09,,0.03,0.03,,0.03,0.03,85.0,0.03,85.03
66,Statement 4C,133. Other Central Expenditure,-27.09,17.0,-10.09,,0.03,0.03,,0.03,0.03,85.0,0.03,85.03
66,Statement 4C,Demand No. 100,185.67,,185.67,217.6,,217.6,177.65,,177.65,195.2,,195.2
66,Statement 4C,134. Other Central Expenditure,185.67,,185.67,217.6,,217.6,177.65,,177.65,195.2,,195.2
66,Statement 4C,Demand No. 101,1066.66,45.0,1111.66,996.0,51.0,1047.0,993.15,,993.15,1118.4,43.73,1162.13
66,Statement 4C,135. Sports Authority of India,615.0,,615.0,500.0,,500.0,612.21,,612.21,660.41,,660.41
66,Statement 4C,136.   Other Central Expenditure,451.66,45.0,496.66,496.0,51.0,547.0,380.94,,380.94,457.99,43.73,501.72
66,Statement 4C,Grand Total,713098.72,13927.13,727025.85,827406.33,60167.84,887574.17,802319.27,24216.88,826536.15,923883.62,88002.77,1011886.39
67,Statement 4D,Demand No. 5,,,,,,,,73.7,73.7,,3.5,3.5
67,Statement 4D,1. Other Transfer,,,,,,,,73.7,73.7,,3.5,3.5
67,Statement 4D,Demand No. 7,-6.75,,-6.75,,,,,,,,,
67,Statement 4D,2. Other Transfer,-6.75,,-6.75,,,,,,,,,
67,Statement 4D,Demand No. 24,-73.05,,-73.05,,,,,,,,,
67,Statement 4D,3. Other Transfer,-73.05,,-73.05,,,,,,,,,
67,Statement 4D,Demand No. 25,1800.0,,1800.0,1900.0,,1900.0,348.51,,348.51,10.0,,10.0
67,Statement 4D,4. Other Transfer,1800.0,,1800.0,1900.0,,1900.0,348.51,,348.51,10.0,,10.0
67,Statement 4D,Demand No. 33,153910.29,,153910.29,135368.05,,135368.05,131375.0,,131375.0,100000.03,,100000.03
67,Statement 4D,5. Compensation to States/UTs for revenue losses on,120498.29,,120498.29,135368.03,,135368.03,106317.0,,106317.0,100000.0,,100000.0
67,Statement 4D,6. Met From Reserve Fund,-120498.29,,-120498.29,-135368.03,,-135368.03,-106317.0,,-106317.0,-100000.0,,-100000.0
67,Statement 4D,7.   Transfer to GST Compensation Fund,153910.29,,153910.29,135368.03,,135368.03,106317.0,,106317.0,100000.0,,100000.0
67,Statement 4D,8.   Other Transfer,,,,0.02,,0.02,25058.0,,25058.0,0.03,,0.03
67,Statement 4D,Demand No. 40,21136.72,4060.87,25197.59,41070.0,9452.65,50522.65,9680.0,14968.23,24648.23,59290.77,13168.23,72459.0
67,Statement 4D,9. Additional Central Assistance for Externally Aided,,4060.87,4060.87,,9452.65,9452.65,,2968.23,2968.23,,3168.23,3168.23
67,Statement 4D,10. Additional Central Assistance for Externally Aided,2701.88,,2701.88,4000.0,,4000.0,2500.0,,2500.0,3000.0,,3000.0
67,Statement 4D,11. Other Transfer,402.64,,402.64,,,,,,,,,
67,Statement 4D,12.   Assistance to States from National Disaster,16408.5,,16408.5,22070.0,,22070.0,4180.0,,4180.0,6290.77,,6290.77
67,Statement 4D,13.   Special Assistance,1623.7,,1623.7,15000.0,,15000.0,3000.0,,3000.0,15000.0,,15000.0
67,Statement 4D,14.   Special Assistance as Loan to States for Capital,,,,,,,,12000.0,12000.0,,10000.0,10000.0
67,Statement 4D,15.   Support for COVID-19 Vaccination,,,,,,,,,,35000.0,,35000.0
67,Statement 4D,Demand No. 48,11770.77,,11770.77,73.01,,73.01,110.33,,110.33,48.03,,48.03
67,Statement 4D,16. Other Transfer,11770.77,,11770.77,73.01,,73.01,110.33,,110.33,48.03,,48.03
68,Statement 4D,Demand No. 50,-579.45,-1.55,-581.0,,,,,,,,,
68,Statement 4D,17. Other Transfer,-579.45,-1.55,-581.0,,,,,,,,,
68,Statement 4D,Demand No. 56,797.0,225.0,1022.0,966.0,150.0,1116.0,1115.99,0.01,1116.0,957.5,0.01,957.51
68,Statement 4D,18. Other Transfer,325.0,225.0,550.0,340.0,150.0,490.0,489.99,0.01,490.0,331.5,0.01,331.51
68,Statement 4D,19.   Central Assistance to Union Territories,472.0,,472.0,626.0,,626.0,626.0,,626.0,626.0,,626.0
68,Statement 4D,Demand No. 57,,,,30757.0,,30757.0,30757.0,,30757.0,30757.0,,30757.0
68,Statement 4D,20. Central Assistance to Union Territories,,,,30478.0,,30478.0,30478.0,,30478.0,30478.0,,30478.0
68,Statement 4D,21.   Other Transfer,,,,279.0,,279.0,279.0,,279.0,279.0,,279.0
68,Statement 4D,Demand No. 58,1600.99,,1600.99,1703.01,0.01,1703.02,1703.01,0.01,1703.02,1729.78,0.01,1729.79
68,Statement 4D,22. Other Transfer,61.01,,61.01,5.01,0.01,5.02,5.01,0.01,5.02,5.01,0.01,5.02
68,Statement 4D,23.   Central Assistance to Union Territories,1539.98,,1539.98,1698.0,,1698.0,1698.0,,1698.0,1724.77,,1724.77
68,Statement 4D,Demand No. 64,1378.48,24.97,1403.45,487.0,150.0,637.0,73.5,150.0,223.5,169.3,1000.0,1169.3
68,Statement 4D,24. Other Transfer,1378.48,,1378.48,437.0,,437.0,68.5,,68.5,164.3,,164.3
68,Statement 4D,25.   EVMs for Election Commission,,24.97,24.97,50.0,150.0,200.0,5.0,150.0,155.0,5.0,1000.0,1005.0
68,Statement 4D,Demand No. 99,2662.53,,2662.53,1350.01,,1350.01,800.0,,800.0,1350.01,,1350.01
68,Statement 4D,26. Other Transfer,,,,0.01,,0.01,,,,0.01,,0.01
68,Statement 4D,27.   Grants under proviso to Article 275(1) of the,2662.53,,2662.53,1350.0,,1350.0,800.0,,800.0,1350.0,,1350.0
68,Statement 4D,Grand Total,194397.53,4309.29,198706.82,213674.08,9752.66,223426.74,175963.34,15191.95,191155.29,194312.42,14171.75,208484.17
69,Statement 5,1. Ministry of Agriculture and Farmers' Welfare,49.76,,49.76,147.15,,147.15,165.96,,165.96,349.53,,349.53
69,Statement 5,"1. Department of Agriculture, Cooperation and",49.76,,49.76,147.15,,147.15,165.96,,165.96,349.53,,349.53
69,Statement 5,"2. Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha",2.38,,2.38,9.0,,9.0,23.33,,23.33,25.0,,25.0
69,Statement 5,"2. Ministry of Ayurveda, Yoga and Naturopathy,",2.38,,2.38,9.0,,9.0,23.33,,23.33,25.0,,25.0
69,Statement 5,3. Ministry of Education,1122.62,,1122.62,1558.43,,1558.43,775.85,,775.85,1416.01,,1416.01
69,Statement 5,3. Department of School Education and Literacy,1120.58,,1120.58,1518.43,,1518.43,770.85,,770.85,1316.01,,1316.01
69,Statement 5,4.   Department of Higher Education,2.04,,2.04,40.0,,40.0,5.0,,5.0,100.0,,100.0
69,Statement 5,"4. Ministry of Environment, Forests and Climate Change",0.5,,0.5,1.5,,1.5,0.5,,0.5,3.65,,3.65
69,Statement 5,"5. Ministry of Environment, Forests and Climate",0.5,,0.5,1.5,,1.5,0.5,,0.5,3.65,,3.65
69,Statement 5,5. Ministry of Finance,10013.29,,10013.29,7928.01,,7928.01,9723.54,,9723.54,7000.01,,7000.01
69,Statement 5,6. Department of Revenue,10013.29,,10013.29,7928.01,,7928.01,9723.54,,9723.54,7000.01,,7000.01
69,Statement 5,"6. Ministry of Fisheries, Animal Husbandry and Dairying",12.27,,12.27,120.97,,120.97,92.5,,92.5,185.53,,185.53
69,Statement 5,7. Department of Fisheries,11.62,,11.62,47.0,,47.0,53.42,,53.42,55.0,,55.0
69,Statement 5,8.   Department of Animal Husbandry and Dairying,0.65,,0.65,73.97,,73.97,39.08,,39.08,130.53,,130.53
69,Statement 5,7. Ministry of Food Processing Industries,,,,,,,0.81,,0.81,2.5,,2.5
69,Statement 5,9. Ministry of Food Processing Industries,,,,,,,0.81,,0.81,2.5,,2.5
69,Statement 5,8. Ministry of Health and Family Welfare,429.52,,429.52,863.56,,863.56,2135.49,,2135.49,1100.5,,1100.5
69,Statement 5,10. Department of Health and Family Welfare,429.52,,429.52,863.56,,863.56,2135.49,,2135.49,1100.5,,1100.5
69,Statement 5,9. Ministry of Home Affairs,15156.39,225.0,15381.39,34156.09,150.01,34306.1,34297.61,0.02,34297.63,34158.28,0.02,34158.3
69,Statement 5,11. Ministry of Home Affairs,11728.91,,11728.91,13.73,,13.73,6.26,,6.26,10.64,,10.64
69,Statement 5,12.   Police,1029.49,,1029.49,716.35,,716.35,715.35,,715.35,703.36,,703.36
69,Statement 5,13.   Transfers to Delhi,797.0,225.0,1022.0,966.0,150.0,1116.0,1115.99,0.01,1116.0,957.5,0.01,957.51
69,Statement 5,14.   Transfers to Jammu and Kashmir,,,,30757.0,,30757.0,30757.0,,30757.0,30757.0,,30757.0
69,Statement 5,15.   Transfers to Puducherry,1600.99,,1600.99,1703.01,0.01,1703.02,1703.01,0.01,1703.02,1729.78,0.01,1729.79
69,Statement 5,10. Ministry of Housing and Urban Affairs,184.93,,184.93,482.02,,482.02,297.57,,297.57,783.01,,783.01
69,Statement 5,16. Ministry of Housing and Urban Affairs,184.93,,184.93,482.02,,482.02,297.57,,297.57,783.01,,783.01
69,Statement 5,11. Ministry of Jal Shakti,50.95,,50.95,424.14,,424.14,410.1,,410.1,908.75,,908.75
69,Statement 5,"17. Department of Water Resources, River",48.95,,48.95,21.2,,21.2,130.32,,130.32,190.75,,190.75
70,Statement 5,18.   Department of Drinking Water and Sanitation,2.0,,2.0,402.94,,402.94,279.78,,279.78,718.0,,718.0
70,Statement 5,12. Ministry of Labour and Employment,0.21,,0.21,0.3,,0.3,0.64,,0.64,1.0,,1.0
70,Statement 5,19. Ministry of Labour and Employment,0.21,,0.21,0.3,,0.3,0.64,,0.64,1.0,,1.0
70,Statement 5,13. Ministry of Law and Justice,56.83,,56.83,50.0,,50.0,50.0,,50.0,60.0,,60.0
70,Statement 5,20. Law and Justice,56.83,,56.83,50.0,,50.0,50.0,,50.0,60.0,,60.0
70,Statement 5,14. Ministry of Minority Affairs,,,,5.55,,5.55,5.55,,5.55,5.8,,5.8
70,Statement 5,21. Ministry of Minority Affairs,,,,5.55,,5.55,5.55,,5.55,5.8,,5.8
70,Statement 5,15. Ministry of Panchayati Raj,3.42,,3.42,25.0,,25.0,25.0,,25.0,40.0,,40.0
70,Statement 5,22. Ministry of Panchayati Raj,3.42,,3.42,25.0,,25.0,25.0,,25.0,40.0,,40.0
70,Statement 5,16. Ministry of Road Transport and Highways,217.85,,217.85,285.35,,285.35,137.13,,137.13,137.13,,137.13
70,Statement 5,23. Ministry of Road Transport and Highways,217.85,,217.85,285.35,,285.35,137.13,,137.13,137.13,,137.13
70,Statement 5,17. Ministry of Rural Development,454.17,,454.17,834.71,,834.71,2080.83,,2080.83,1607.79,,1607.79
70,Statement 5,24. Department of Rural Development,454.17,,454.17,834.71,,834.71,2080.82,,2080.82,1557.79,,1557.79
70,Statement 5,25.   Department of Land Resources,,,,,,,0.01,,0.01,50.0,,50.0
70,Statement 5,18. Ministry of Skill Development and Entrepreneurship,7.93,,7.93,29.6,,29.6,13.92,,13.92,19.6,,19.6
70,Statement 5,26. Ministry of Skill Development and Entrepreneurship,7.93,,7.93,29.6,,29.6,13.92,,13.92,19.6,,19.6
70,Statement 5,19. Ministry of Social Justice and Empowerment,12.92,,12.92,35.63,,35.63,22.13,,22.13,47.13,,47.13
70,Statement 5,27. Department of Social Justice and Empowerment,12.62,,12.62,35.6,,35.6,22.1,,22.1,47.1,,47.1
70,Statement 5,28.    Department of Empowerment of Persons with,0.3,,0.3,0.03,,0.03,0.03,,0.03,0.03,,0.03
70,Statement 5,20. Ministry of Tribal Affairs,,,,51.01,,51.01,9.25,,9.25,51.01,,51.01
70,Statement 5,29. Ministry of Tribal Affairs,,,,51.01,,51.01,9.25,,9.25,51.01,,51.01
70,Statement 5,21. Ministry of Women and Child Development,160.19,,160.19,249.63,,249.63,695.55,,695.55,783.82,,783.82
70,Statement 5,30. Ministry of Women and Child Development,160.19,,160.19,249.63,,249.63,695.55,,695.55,783.82,,783.82
70,Statement 5,Grand Total,27936.13,225.0,28161.13,47257.65,150.01,47407.66,50963.26,0.02,50963.28,48686.05,0.02,48686.07
89,Statement 8,Department of Atomic Energy,7251.45,3577.6,3673.85,7035.82,6812.92,222.9,7735.82,6812.92,922.9,7321.63,7896.91,-575.28
89,Statement 8,Atomic Energy,7251.45,3577.6,3673.85,7035.82,6812.92,222.9,7735.82,6812.92,922.9,7321.63,7896.91,-575.28
89,Statement 8,1. Fuel Fabrication Facilities,2633.95,1662.51,971.44,2684.82,2977.95,-293.13,3384.82,2977.95,406.87,2920.63,3693.36,-772.73
89,Statement 8,2.   Fuel Inventory,3317.5,615.09,2702.41,3051.0,2534.97,516.03,3051.0,2534.97,516.03,2951.0,2753.55,197.45
89,Statement 8,3.   Heavy Water Pool Management,1300.0,1300.0,,1300.0,1300.0,,1300.0,1300.0,,1450.0,1450.0,
89,Statement 8,Ministry of Communications,28232.71,13558.2,14674.51,32628.2,18710.05,13918.15,31051.2,12330.05,18721.15,32969.3,17710.05,15259.25
89,Statement 8,Department of Posts,28232.71,13558.2,14674.51,32628.2,18710.05,13918.15,31051.2,12330.05,18721.15,32969.3,17710.05,15259.25
89,Statement 8,4. Postal Deficit,28232.71,13558.2,14674.51,32628.2,18710.05,13918.15,31051.2,12330.05,18721.15,32969.3,17710.05,15259.25
89,Statement 8,Ministry of Defence,19341.9,17812.01,1529.89,20098.5,20208.0,-109.5,18000.0,18100.0,-100.0,19800.0,19900.0,-100.0
89,Statement 8,Ministry of Defence (Civil),19341.9,17812.01,1529.89,20098.5,20208.0,-109.5,18000.0,18100.0,-100.0,19800.0,19900.0,-100.0
89,Statement 8,5. Canteen Stores Department,19341.9,17812.01,1529.89,20098.5,20208.0,-109.5,18000.0,18100.0,-100.0,19800.0,19900.0,-100.0
89,Statement 8,Ministry of Finance,311.57,195.27,116.3,286.41,150.0,136.41,204.31,200.0,4.31,281.83,200.0,81.83
89,Statement 8,Department of Revenue,311.57,195.27,116.3,286.41,150.0,136.41,204.31,200.0,4.31,281.83,200.0,81.83
89,Statement 8,6. Opium and Alkaloid Factories,311.57,195.27,116.3,286.41,150.0,136.41,204.31,200.0,4.31,281.83,200.0,81.83
89,Statement 8,"Ministry of Fisheries, Animal Husbandry and Dairying",377.34,354.76,22.58,380.47,415.0,-34.53,349.5,361.5,-12.0,457.0,498.0,-41.0
89,Statement 8,Department of Animal Husbandry and Dairying,377.34,354.76,22.58,380.47,415.0,-34.53,349.5,361.5,-12.0,457.0,498.0,-41.0
89,Statement 8,7. Delhi Milk Scheme,377.34,354.76,22.58,380.47,415.0,-34.53,349.5,361.5,-12.0,457.0,498.0,-41.0
89,Statement 8,"Ministry of Ports, Shipping and Waterways",289.77,316.95,-27.18,320.0,320.0,,350.0,350.0,,340.0,340.0,
89,Statement 8,"Ministry of Ports, Shipping and Waterways",289.77,316.95,-27.18,320.0,320.0,,350.0,350.0,,340.0,340.0,
89,Statement 8,8. Light Houses and Light Ships,289.77,316.95,-27.18,320.0,320.0,,350.0,350.0,,340.0,340.0,
89,Statement 8,Ministry of Railways,174697.69,174694.69,3.0,225913.01,225913.0,0.01,146609.01,146609.0,0.01,217460.01,217460.0,0.01
