page,statement,row_label,actuals_2018_19_revenue,actuals_2018_19_capital,actuals_2018_19_total,BE_2019_20_revenue,BE_2019_20_capital,BE_2019_20_total,RE_2019_20_revenue,RE_2019_20_capital,RE_2019_20_total,BE_2020_21_revenue,BE_2020_21_capital,BE_2020_21_total
99,Statement 10A,(GBS) 108.02 Support from National Investment Fund,,,,,,,,,,1290.66,,1290.66
99,Statement 10A,(NIF) Total- Ayushman Bharat - Pradhan Mantri Jan Arogya,,,,275.0,,275.0,275.0,,275.0,1332.32,,1332.32
99,Statement 10A,Yojana (PMJAY) 109.   Strengthening of State Drug Regulatory System,32.51,,32.51,30.07,,30.07,30.07,,30.07,36.5,,36.5
99,Statement 10A,Demand No. 50,,,,24.2,1.43,25.63,,,,,,
99,Statement 10A,Chandigarh 110. Schemes of UT 110.01   Welfare of Women and Children,,,,24.2,1.43,25.63,,,,,,
99,Statement 10A,Demand No. 51,2.02,,2.02,3.5,,3.5,2.75,,2.75,,,
99,Statement 10A,Dadra and Nagar Haveli and Daman and Diu 111. Tribal Area Component - Daman and Diu,1.01,,1.01,1.75,,1.75,1.0,,1.0,,,
99,Statement 10A,112.   Schemes of UT - Daman and Diu 112.01   Education,1.01,,1.01,1.75,,1.75,1.75,,1.75,,,
99,Statement 10A,Demand No. 57,1486.49,,1486.49,1696.24,,1696.24,1696.24,,1696.24,850.48,,850.48
100,Statement 10A,113.01 States/UTs Component,98.53,,98.53,153.25,,153.25,153.25,,153.25,173.78,,173.78
100,Statement 10A,114.   PMAY-Urban (Schemes financed from Central Road and Infrastructure Fund) 114.01 Other items of States/UTs Component,1387.96,,1387.96,1542.99,,1542.99,1542.99,,1542.99,676.7,,676.7
100,Statement 10A,Demand No. 58,8542.84,,8542.84,10257.92,,10257.92,10254.92,,10254.92,10270.0,,10270.0
100,Statement 10A,Department of School Education and Literacy 115. National Means cum Merit Scholarship Scheme,54.1,,54.1,73.64,,73.64,68.14,,68.14,75.0,,75.0
100,Statement 10A,116.   National Scheme for Incentive to Girl Child for,114.15,,114.15,44.6,,44.6,41.6,,41.6,50.0,,50.0
100,Statement 10A,Secondary Education 117.   Rashtriya Madhyamik Shiksha Abhiyan 117.01    Programme Component,52.22,,52.22,,,,,,,,,
100,Statement 10A,117.02    Support from Madhyamik and Uchhatar,548.73,,548.73,,,,,,,,,
100,Statement 10A,Shiksha Kosh Total- Rashtriya Madhyamik Shiksha Abhiyan,600.95,,600.95,,,,,,,,,
100,Statement 10A,118.   Teachers Training and Adult Education 118.01    Strengthening of Teachers Training,66.66,,66.66,,,,,,,,,
100,Statement 10A,Institutions 118.02    Appointment of Language Teachers,,,,10.0,,10.0,3.0,,3.0,20.0,,20.0
100,Statement 10A,118.03    Saakshar Bharat,8.62,,8.62,,,,,,,,,
100,Statement 10A,118.04    Padhna Likhna Abhiyan,,,,20.08,,20.08,,,,2.0,,2.0
100,Statement 10A,Total- Teachers Training and Adult Education,75.28,,75.28,30.08,,30.08,3.0,,3.0,22.0,,22.0
100,Statement 10A,119.   National Programme of Mid Day Meal in Schools 119.01    Support from Gross Budgetary Support,506.48,,506.48,438.7,,438.7,105.7,,105.7,438.7,,438.7
100,Statement 10A,119.02    Support from Prarambhik Shiksha Kosh,1288.75,,1288.75,1761.3,,1761.3,1761.3,,1761.3,1761.3,,1761.3
100,Statement 10A,Total- National Programme of Mid Day Meal in Schools,1795.23,,1795.23,2200.0,,2200.0,1867.0,,1867.0,2200.0,,2200.0
100,Statement 10A,120.   Sarva Shiksha Abhiyan 120.01    Support from Gross Budgetary Support,1609.85,,1609.85,,,,,,,,,
100,Statement 10A,120.02    Support from Prarambhik Shiksha Kosh,3512.08,,3512.08,,,,,,,,,
100,Statement 10A,Total- Sarva Shiksha Abhiyan,5121.93,,5121.93,,,,,,,,,
101,Statement 10A,121.01    Support from Gross Budgetary Support,313.86,,313.86,241.53,,241.53,311.58,,311.58,,,
101,Statement 10A,121.02    Support from Central Roads &,,,,,,,241.53,,241.53,40.0,,40.0
101,Statement 10A,Infrastructure Fund (CRIF) Total- Kendriya Vidyalaya Sangathan (KVS),313.86,,313.86,241.53,,241.53,553.11,,553.11,40.0,,40.0
101,Statement 10A,122.   Navodaya Vidyalaya Samiti (NVS) 122.01    Support from Gross Budgetary Support,,,,403.67,,403.67,,,,,,
101,Statement 10A,(GBS) 122.02    Support from CRIF,467.34,,467.34,,,,457.67,,457.67,100.0,,100.0
101,Statement 10A,Total- Navodaya Vidyalaya Samiti (NVS),467.34,,467.34,403.67,,403.67,457.67,,457.67,100.0,,100.0
101,Statement 10A,123.   Samagra Shiksha 123.01    Support from Gross Budgetary Support,,,,1740.98,,1740.98,1740.98,,1740.98,1755.0,,1755.0
101,Statement 10A,(GBS) 123.02    Support from Prarambhik Shiksha Kosh,,,,4575.77,,4575.77,4575.77,,4575.77,4920.0,,4920.0
101,Statement 10A,123.03    Support from Madhyamik and Uchhatar,,,,947.65,,947.65,947.65,,947.65,1108.0,,1108.0
101,Statement 10A,Shiksha Kosh Total- Samagra Shiksha,,,,7264.4,,7264.4,7264.4,,7264.4,7783.0,,7783.0
101,Statement 10A,Demand No. 59,2588.34,,2588.34,3207.0,,3207.0,3206.99,,3206.99,3210.0,,3210.0
101,Statement 10A,Department of Higher Education 124. National Institutes of Technical Teachers Training,6.75,,6.75,9.7,,9.7,9.7,,9.7,10.0,,10.0
101,Statement 10A,and Research (NITTTRs) 125. Grants to Institutes for Promotion of Indian,34.71,,34.71,27.0,,27.0,31.3,,31.3,27.0,,27.0
101,Statement 10A,Languages 126. Grants to Councils/Institutes for Excellence in,14.79,,14.79,15.0,,15.0,15.0,,15.0,16.0,,16.0
101,Statement 10A,"Humanities and Social Sciences 127. National Institute of Industrial Engineering, Mumbai",0.53,,0.53,3.3,,3.3,7.75,,7.75,4.0,,4.0
101,Statement 10A,"128.   Board of Apprenticeship Training, Bombay,",0.6,,0.6,1.25,,1.25,1.25,,1.25,1.5,,1.5
101,Statement 10A,"Calcutta, Madras and Kanpur 129.   Assistance to Other Institutions 129.01     Support from Gross Budgetary Support",20.49,,20.49,30.54,,30.54,31.94,,31.94,30.5,,30.5
101,Statement 10A,(GBS) 130.   Establishment of multi disciplinary research,,,,1.51,,1.51,1.51,,1.51,,,
102,Statement 10A,131.01    Support from Gross Budgetary Support,33.05,,33.05,66.4,,66.4,54.0,,54.0,83.0,,83.0
102,Statement 10A,(GBS) 132.   Prime Minister's Girls' Hostel,3.0,,3.0,1.0,,1.0,1.0,,1.0,2.0,,2.0
102,Statement 10A,"133.   Central University, Andhra Pradesh 133.01   Support from Gross Budgetary Support",0.8,,0.8,0.8,,0.8,0.8,,0.8,4.0,,4.0
102,Statement 10A,(GBS) 134.   Andhra Pradesh and Telangana Tribal Universities 134.01    Support from Gross Budgetary Support,,,,0.5,,0.5,0.5,,0.5,4.0,,4.0
102,Statement 10A,(GBS) 135.   Grants to Central Universities (CUs),376.76,,376.76,412.2,,412.2,574.4,,574.4,481.0,,481.0
102,Statement 10A,136.   Improvement in Salary Scale of University and,70.38,,70.38,360.0,,360.0,348.0,,348.0,342.0,,342.0
102,Statement 10A,College Teachers 137.   Pandit Madan Mohan Malviya National Mission on,16.29,,16.29,21.6,,21.6,21.6,,21.6,8.3,,8.3
102,Statement 10A,Teachers and Teaching 138.   Programme for Apprenticeship Training,22.0,,22.0,30.0,,30.0,29.2,,29.2,30.0,,30.0
102,Statement 10A,139.   Support to Skill based Higher Education including,7.9,,7.9,,,,,,,,,
102,Statement 10A,Community Colleges 140.   Global Initiative for Academic Network (GIAN),4.43,,4.43,5.0,,5.0,5.0,,5.0,2.5,,2.5
102,Statement 10A,141.   National Institutional Ranking Framework,0.09,,0.09,0.35,,0.35,0.35,,0.35,0.3,,0.3
102,Statement 10A,142.   Support to Indian Institute of Science (IISc) 142.01    Support from Gross Budgetary Support,15.03,,15.03,34.9,,34.9,34.9,,34.9,36.0,,36.0
102,Statement 10A,(GBS) 143.   Indira Gandhi National Open University (IGNOU),11.57,,11.57,10.6,,10.6,10.6,,10.6,11.0,,11.0
102,Statement 10A,144.   Technical Education Quality Improvement Programme of Government of India (EAP) 144.01 Support from Gross Budgetary Support,56.5,,56.5,8.3,,8.3,185.6,,185.6,32.3,,32.3
102,Statement 10A,(GBS) 144.02 Support from National Investment Fund,58.02,,58.02,148.7,,148.7,,,,107.7,,107.7
102,Statement 10A,(NIF) Total- Technical Education Quality Improvement,114.52,,114.52,157.0,,157.0,185.6,,185.6,140.0,,140.0
102,Statement 10A,Programme of Government of India (EAP) 145.   All India Council for Technical Education(AICTE) 145.01     Support from Gross Budgetary Support,3.85,,3.85,32.0,,32.0,2.6,,2.6,20.0,,20.0
102,Statement 10A,145.02     Support from Madhyamik and Uchhatar,60.0,,60.0,,,,28.0,,28.0,,,
103,Statement 10A,Total- All India Council for Technical Education(AICTE),63.85,,63.85,32.0,,32.0,30.6,,30.6,20.0,,20.0
103,Statement 10A,146.   Interest Subsidy and contribution for Guarantee,14.61,,14.61,260.0,,260.0,260.0,,260.0,260.0,,260.0
103,Statement 10A,Funds 147.   Scholarship for College and University students,23.89,,23.89,39.0,,39.0,42.4,,42.4,15.0,,15.0
103,Statement 10A,148.   National Mission in Education Through ICT,15.41,,15.41,28.0,,28.0,25.4,,25.4,14.0,,14.0
103,Statement 10A,149.   Setting up of virtual classrooms and massive open,17.27,,17.27,21.5,,21.5,21.5,,21.5,12.6,,12.6
103,Statement 10A,online courses (MOOCs) 150.   e-shodh Sindhu,31.95,,31.95,40.0,,40.0,40.0,,40.0,40.0,,40.0
103,Statement 10A,151.   National Digital Library,0.98,,0.98,2.0,,2.0,2.0,,2.0,2.5,,2.5
103,Statement 10A,152.   Directorate of Hindi,0.35,,0.35,3.0,,3.0,3.0,,3.0,3.0,,3.0
103,Statement 10A,153.   Commission for Scientific and Technical,0.59,,0.59,0.75,,0.75,0.75,,0.75,0.8,,0.8
103,Statement 10A,Terminology 154.   PM Research Fellowship,2.66,,2.66,8.3,,8.3,8.3,,8.3,8.3,,8.3
103,Statement 10A,155.   National Academic Depository,0.81,,0.81,2.0,,2.0,2.0,,2.0,2.0,,2.0
103,Statement 10A,156.   Rashtriya Uchhatar Shiksha Abhiyan (RUSA),255.81,,255.81,412.15,,412.15,285.91,,285.91,50.0,,50.0
103,Statement 10A,157.   Training and Research in Frontier Areas,0.92,,0.92,2.5,,2.5,2.5,,2.5,,,
103,Statement 10A,"158.   Setting up of Inter-Institutional Centres, Creation of",,,,0.17,,0.17,0.17,,0.17,,,
103,Statement 10A,"Excellence Clusters and Networks, Establishing Alliances across Institutions 159.   National Inititative for Design Innovation",3.13,,3.13,5.81,,5.81,3.41,,3.41,6.0,,6.0
103,Statement 10A,160.   Startup India Initiative in Higher Educational,14.0,,14.0,15.85,,15.85,12.85,,12.85,16.6,,16.6
103,Statement 10A,Institutions 161.   Unnat Bharat Abhiyan,1.98,,1.98,5.38,,5.38,3.88,,3.88,5.5,,5.5
103,Statement 10A,162.   Uchhatar Avishkar Abhiyan,,,,15.77,,15.77,,,,,,
103,Statement 10A,163.   Implementation of the IMPRINT Research Initiative,8.4,,8.4,13.3,,13.3,8.85,,8.85,8.0,,8.0
103,Statement 10A,(Impacting Research Innovation and Technology) 164.   University Grants Commission (UGC),379.65,,379.65,283.0,,283.0,264.5,,264.5,290.0,,290.0
103,Statement 10A,165.   Support to Indian Institutes of Technology,428.28,,428.28,386.5,,386.5,386.5,,386.5,450.0,,450.0
103,Statement 10A,"166.   IIT, Andhra Pradesh",9.18,,9.18,,,,,,,,,
103,Statement 10A,"167.   IIT, Hyderabad (EAP)",1.5,,1.5,5.0,,5.0,15.65,,15.65,9.0,,9.0
103,Statement 10A,"168.   Indian School of Mines, Dhanbad",14.11,,14.11,,,,,,,,,
103,Statement 10A,169.   Setting up of new IITs,25.75,,25.75,,,,,,,,,
104,Statement 10A,170.01    Support from Gross Budgetary Support,27.72,,27.72,29.0,,29.0,36.84,,36.84,30.0,,30.0
104,Statement 10A,"(GBS) 171.   IIM, Andhra Pradesh",4.8,,4.8,,,,,,,,,
104,Statement 10A,172.   Setting up of new IIMs,16.28,,16.28,,,,,,,,,
104,Statement 10A,173.   Support to National Institutes of Technology 173.01    Support from Gross Budgetary Support,308.29,,308.29,,,,,,,,,
104,Statement 10A,"174.   NIT, Andhra Pradesh",9.33,,9.33,,,,,,,,,
104,Statement 10A,"175.   Upgradation of Indian Institute of Engineering,",15.0,,15.0,,,,,,,,,
104,Statement 10A,"Science and Technology (IIEST) (BESU and CUSAT) 176.   Support to Indian Institute(s) of Science, Education and Research (IISER) 176.01 Support from Gross Budgetary Support",59.66,,59.66,56.0,,56.0,53.2,,53.2,55.0,,55.0
104,Statement 10A,"(GBS) 177.   IISER, Andhra Pradesh",8.62,,8.62,,,,,,,,,
104,Statement 10A,"178.   Support to Indian Institute(s) of Information Technology (Allahabad, Gwalior, Jabalpur and Kanchipuram) 178.01 Support from Gross Budgetary Support",20.81,,20.81,14.34,,14.34,14.34,,14.34,16.0,,16.0
104,Statement 10A,(GBS) 179.   Setting up Indian Institutes of Information,20.78,,20.78,10.4,,10.4,10.4,,10.4,10.0,,10.0
104,Statement 10A,"Technology in PPP mode 180.   IIIT, Andhra Pradesh",2.15,,2.15,,,,,,,,,
104,Statement 10A,181.   Deemed Universities promoted by Central,8.0,,8.0,22.0,,22.0,22.0,,22.0,22.0,,22.0
104,Statement 10A,Government 182.   Impactful Policy Research in Social Science,,,,12.45,,12.45,3.45,,3.45,,,
104,Statement 10A,(IMPRESS) 183.   Scheme for Promotion of Academic and Research,5.55,,5.55,21.58,,21.58,17.58,,17.58,7.0,,7.0
104,Statement 10A,Collaboration (SPARC) 184.   Scheme for Transformational and Advanced,0.12,,0.12,8.3,,8.3,7.55,,7.55,8.4,,8.4
104,Statement 10A,Research in Sciences (STARS) 185.   Study in India,3.3,,3.3,10.0,,10.0,2.49,,2.49,,,
104,Statement 10A,186.   Support to National Institutes of Technology (NITs) and IIEST 186.01 Support from Gross Budgetary Support,,,,234.0,,234.0,246.92,,246.92,265.0,,265.0
104,Statement 10A,(GBS) 187.   New Schools of Planning and Architecture,9.16,,9.16,,,,,,,,,
105,Statement 10A,188.   Education Quality Upgradation and Inclusion,,,,,,,,,,308.0,,308.0
105,Statement 10A,Programme (EQUIP) 189.   Schools of Planning and Architecture (SPAs) 189.01 Support from Gross Budgetary Support,,,,18.3,,18.3,7.65,,7.65,17.2,,17.2
105,Statement 10A,(GBS) 190. Special Scholarship Scheme for Jammu and,,,,,,,,,,25.0,,25.0
105,Statement 10A,Kashmir Demand No. 62,3985.44,,3985.44,4398.83,,4398.83,4034.56,,4034.56,4728.7,,4728.7
105,Statement 10A,Department of Drinking Water and Sanitation 191. SBM-Rural 191.01   Programme Component,2775.45,,2775.45,2198.68,,2198.68,1834.41,,1834.41,2198.7,,2198.7
105,Statement 10A,192.   Jal Jeevan Mission (JJM) / National Rural Drinking Water Mission 192.01 Jal Jeevan Mission/National Rural,1209.99,,1209.99,2200.15,,2200.15,2200.15,,2200.15,2530.0,,2530.0
105,Statement 10A,Drinking Water Programme - Normal Programme Demand No. 63,1519.54,,1519.54,1793.3,,1793.3,1793.3,,1793.3,1887.67,,1887.67
105,Statement 10A,Ministry of Labour and Employment 193. Labour Welfare Scheme,35.26,,35.26,28.59,,28.59,20.59,,20.59,24.9,,24.9
105,Statement 10A,194.   Bima Yojana for Unorganised Workers,3.74,,3.74,3.27,,3.27,48.54,,48.54,33.7,,33.7
105,Statement 10A,195.   Labour and Employment Statistical System (LESS),3.18,,3.18,2.0,,2.0,2.0,,2.0,2.0,,2.0
105,Statement 10A,196.   Strengthening of Adjudication Machinery and,0.39,,0.39,,,,,,,,,
105,Statement 10A,"holding of Lok Adalats 197.   Machinery for Better Conciliation, Preventive",1.42,,1.42,2.0,,2.0,2.0,,2.0,,,
105,Statement 10A,"Mediation, Effective Enforcement of Labour Laws, Chief Labour Commissioner 198.   Creation of National Platform of Unorganized",,,,0.16,,0.16,0.16,,0.16,8.3,,8.3
105,Statement 10A,"Workers and allotment of an Aadhaar seeded identification numbers 199.   Employees Pension Scheme, 1995",793.8,,793.8,747.0,,747.0,956.44,,956.44,1237.86,,1237.86
105,Statement 10A,200.   Social Security for Plantation Workers in Assam,,,,2.72,,2.72,2.72,,2.72,6.64,,6.64
105,Statement 10A,201.   National Child Labour Project including grants in,18.73,,18.73,16.6,,16.6,15.43,,15.43,19.92,,19.92
105,Statement 10A,aid to voluntary agencies and reimbursement of assistance to bonded labour 202.   Employment Generation Programs 202.01   National Career Services,13.73,,13.73,8.3,,8.3,10.96,,10.96,13.25,,13.25
106,Statement 10A,202.02     Pradhan Mantri Rojgar Protsahan Yojna,622.66,,622.66,747.0,,747.0,617.0,,617.0,417.2,,417.2
106,Statement 10A,"202.03     Coaching and Guidance for SC,ST and",6.91,,6.91,8.03,,8.03,8.03,,8.03,11.0,,11.0
106,Statement 10A,Other Backward Classes 202.04     Employment Promotion Scheme,1.36,,1.36,1.66,,1.66,1.66,,1.66,,,
106,Statement 10A,Total- Employment Generation Programs,644.66,,644.66,764.99,,764.99,637.65,,637.65,441.45,,441.45
106,Statement 10A,203.   Strengthening and Development of DGFASLI,1.05,,1.05,1.83,,1.83,1.83,,1.83,,,
106,Statement 10A,"Organization and OSH in factories, ports and docks 204.   Strengthening of System and Infrastructure of",1.34,,1.34,1.68,,1.68,1.68,,1.68,,,
106,Statement 10A,Directorate General of Mines Safety (SSID) 205.   Central Board for Workers Education,14.08,,14.08,12.95,,12.95,19.27,,19.27,,,
106,Statement 10A,206.   National Labour Institute,1.89,,1.89,1.99,,1.99,1.99,,1.99,,,
106,Statement 10A,207.   Incentive for Entities for providing Maternity,,,,0.02,,0.02,,,,,,
106,Statement 10A,benefits 208.   Pradhan Mantri Shram Yogi Maandhan,,,,83.0,,83.0,83.0,,83.0,83.0,,83.0
106,Statement 10A,209.   Pradhan Mantri Karam Yogi Maandhan,,,,124.5,,124.5,,,,29.9,,29.9
106,Statement 10A,Demand No. 67,1276.46,,1276.46,1105.72,,1105.72,1185.81,,1185.81,1216.86,,1216.86
106,Statement 10A,"Ministry of Micro, Small and Medium Enterprises 210. Solar Charkha Mission",0.4,,0.4,24.15,,24.15,7.65,,7.65,24.15,,24.15
106,Statement 10A,211.   Khadi Grant (KG),21.92,,21.92,,,,,,,,,
106,Statement 10A,212.   Khadi Reform Development Package (ADB,25.0,,25.0,,,,,,,,,
106,Statement 10A,Assistance) 213.   Market Promotion and Development Assistance,43.58,,43.58,17.7,,17.7,17.7,,17.7,,,
106,Statement 10A,214.   Scheme for Fund for Regeneration of Traditional,11.08,,11.08,20.75,,20.75,30.75,,30.75,83.74,,83.74
106,Statement 10A,Industries (SFURTI) 215.   Coir Vikas Yojana,9.24,,9.24,6.71,,6.71,6.71,,6.71,4.22,,4.22
106,Statement 10A,"216.   ASPIRE (Promotion of Innovation, Rural Industry",23.0,,23.0,8.3,,8.3,1.7,,1.7,8.3,,8.3
106,Statement 10A,and Entrepreneurship) 217.   Credit Linked Capital Subsidy and Technology,,,,11.61,,11.61,5.52,,5.52,4.27,,4.27
106,Statement 10A,Upgradation Scheme 218.   Prime Minister Employment Generation,556.54,,556.54,462.45,,462.45,533.0,,533.0,707.0,,707.0
106,Statement 10A,Programme (PMEGP) 219.   Interest Subsidy Eligibility Certificate,5.83,,5.83,,,,,,,,,
106,Statement 10A,220.   Credit Support Programme,386.91,,386.91,239.0,,239.0,239.0,,239.0,,,
106,Statement 10A,221.   Performance and Credit Rating Scheme,0.38,,0.38,0.01,,0.01,0.01,,0.01,,,
107,Statement 10A,222.   Procurement and Marketing Support Scheme,,,,1.3,,1.3,1.3,,1.3,6.36,,6.36
107,Statement 10A,223.   Marketing Assistance Scheme (MAS),,,,0.01,,0.01,0.01,,0.01,0.01,,0.01
107,Statement 10A,224.   International Cooperation Scheme,,,,4.98,,4.98,0.05,,0.05,3.14,,3.14
107,Statement 10A,225.   Promotional Services Institutions and Programme,0.01,,0.01,16.1,,16.1,16.0,,16.0,9.0,,9.0
107,Statement 10A,226.   Rajiv Gandhi Udyami Mitra Yojana,0.08,,0.08,,,,,,,,,
107,Statement 10A,227.   Infrastructure Development and Capacity Building,69.0,,69.0,66.0,,66.0,71.0,,71.0,66.0,,66.0
107,Statement 10A,228.   Database Research Evaluation and Other Office,,,,0.1,,0.1,0.1,,0.1,0.1,,0.1
107,Statement 10A,Support Programme 229.   National Schedule Caste/Schedule Tribe Hub,42.4,,42.4,81.34,,81.34,60.0,,60.0,100.0,,100.0
107,Statement 10A,Centre 230.   Infrastructure Development and Capacity Building-,35.44,,35.44,47.71,,47.71,25.0,,25.0,37.6,,37.6
107,Statement 10A,EAP Component 231.   Interest Subvention Scheme for Incremental Credit,45.65,,45.65,97.5,,97.5,97.5,,97.5,60.0,,60.0
107,Statement 10A,to MSMEs 232.   Gramodyog Vikas Yojana,,,,,,,7.92,,7.92,10.0,,10.0
107,Statement 10A,233.   Khadi Vikas Yojana,,,,,,,42.99,,42.99,42.97,,42.97
107,Statement 10A,234.   Fund of Funds,,,,,,,21.9,,21.9,50.0,,50.0
107,Statement 10A,Demand No. 68,,,,47.99,,47.99,47.99,,47.99,44.58,,44.58
107,Statement 10A,Ministry of Mines 235. Geological Survey of India,,,,45.0,,45.0,45.0,,45.0,42.2,,42.2
107,Statement 10A,236.   Indian Bureau of Mines,,,,2.99,,2.99,2.99,,2.99,2.38,,2.38
107,Statement 10A,Demand No. 70,122.01,,122.01,426.0,,426.0,311.0,,311.0,469.0,,469.0
107,Statement 10A,Ministry of New and Renewable Energy 237. Human Resources Development and Training,,,,6.0,,6.0,3.0,,3.0,3.0,,3.0
107,Statement 10A,238.   Wind Power,,,,35.0,,35.0,91.0,,91.0,200.0,,200.0
107,Statement 10A,239.   Solar Power,,,,240.0,,240.0,100.0,,100.0,136.0,,136.0
107,Statement 10A,240.   Green Energy Corridors,,,,45.0,,45.0,10.0,,10.0,25.0,,25.0
107,Statement 10A,241.   Bio Power,,,,15.0,,15.0,,,,,,
107,Statement 10A,242.   Solar Power,115.7,,115.7,55.0,,55.0,104.0,,104.0,,,
107,Statement 10A,243.   Biogas Programme,6.31,,6.31,30.0,,30.0,3.0,,3.0,10.0,,10.0
107,Statement 10A,244.   Kisan Urja Suraksha evam Utthaan Mahabhiyan,,,,,,,,,,45.0,,45.0
108,Statement 10A,245.   Kisan Urja Suraksha evam Utthaan,,,,,,,,,,50.0,,50.0
108,Statement 10A,Mahabhiyan(KUSUM) Demand No. 71,114.94,,114.94,140.93,,140.93,78.29,,78.29,144.04,,144.04
108,Statement 10A,Ministry of Panchayati Raj 246. Rashtriya Gram Swaraj Abhiyan (RGSA),114.94,,114.94,140.93,,140.93,78.29,,78.29,144.04,,144.04
108,Statement 10A,Demand No. 75,,,,3124.25,,3124.25,3254.15,,3254.15,3552.6,,3552.6
108,Statement 10A,Ministry of Petroleum and Natural Gas 247. Direct Benefit Transfer - LPG,,,,2448.5,,2448.5,2459.1,,2459.1,3154.84,,3154.84
108,Statement 10A,248.   LPG Connection to Poor Households,,,,325.0,,325.0,444.3,,444.3,92.79,,92.79
108,Statement 10A,249.   Other subsidy payable including for North Eastern,,,,336.81,,336.81,,,,37.95,,37.95
108,Statement 10A,Region 250.   Under-recovery (other Subsidy Payable),,,,,,,336.81,,336.81,263.61,,263.61
108,Statement 10A,251.   Direct Benefit Transfer- Kerosene,,,,13.94,,13.94,13.94,,13.94,3.41,,3.41
108,Statement 10A,Demand No. 77,1142.8,265.0,1407.8,1411.52,140.0,1551.52,1411.52,140.0,1551.52,1497.0,140.0,1637.0
108,Statement 10A,Ministry of Power 252. Deen Dayal Upadhyaya Gram Jyoti Yojna,630.8,,630.8,674.96,,674.96,674.96,,674.96,747.0,,747.0
108,Statement 10A,253.   Integrated Power Development Scheme 253.01    IPDS-Grant,512.0,,512.0,736.56,,736.56,736.56,,736.56,750.0,,750.0
108,Statement 10A,253.02    IPDS-Loans,,265.0,265.0,,140.0,140.0,,140.0,140.0,,140.0,140.0
108,Statement 10A,Total- Integrated Power Development Scheme,512.0,265.0,777.0,736.56,140.0,876.56,736.56,140.0,876.56,750.0,140.0,890.0
108,Statement 10A,Demand No. 85,7093.09,,7093.09,6525.01,,6525.01,5921.49,,5921.49,7180.0,,7180.0
108,Statement 10A,Department of Rural Development 254. Pradhan Mantri Awas Yojna (PMAY)- Rural 254.01    PMAY-Programme Component,5861.05,,5861.05,4749.56,,4749.56,4249.56,,4249.56,4875.0,,4875.0
108,Statement 10A,255.   National Rural Livelihood Mission 255.01    NRLM-Programme Component,1232.04,,1232.04,1775.45,,1775.45,1671.93,,1671.93,2305.0,,2305.0
108,Statement 10A,Demand No. 86,309.03,,309.03,367.86,,367.86,295.98,,295.98,371.62,,371.62
108,Statement 10A,Department of Land Resources 256. Land Records Modernization Programme,7.46,,7.46,24.9,,24.9,8.3,,8.3,39.61,,39.61
108,Statement 10A,257.   Integrated Watershed Development Program 257.01    Programme Component,301.57,,301.57,342.96,,342.96,287.68,,287.68,332.01,,332.01
108,Statement 10A,Demand No. 87,81.37,,81.37,223.48,,223.48,215.88,,215.88,265.77,,265.77
109,Statement 10A,258.   Science and Technology Institutional and Human,13.66,,13.66,18.0,,18.0,18.0,,18.0,20.0,,20.0
109,Statement 10A,"Capacity Building 259.   Innovation, Technology Development and",14.86,,14.86,152.63,,152.63,145.03,,145.03,192.92,,192.92
109,Statement 10A,Deployment 260.   Science and Engineering Research Board,52.85,,52.85,52.85,,52.85,52.85,,52.85,52.85,,52.85
109,Statement 10A,Demand No. 91,422.93,,422.93,423.24,3.32,426.56,331.73,,331.73,402.55,,402.55
109,Statement 10A,Ministry of Skill Development and Entrepreneurship 261. Pradhan Mantri Kaushal Vikas Yojana 261.01     Development of Entrepreneurship,3.38,,3.38,6.19,,6.19,3.75,,3.75,5.83,,5.83
109,Statement 10A,261.02     Development of Skills,419.55,,419.55,398.4,,398.4,305.24,,305.24,235.63,,235.63
109,Statement 10A,261.03     Strengthening of Infrastructure for,,,,6.32,,6.32,13.52,,13.52,14.27,,14.27
109,Statement 10A,Institutional Training 261.04     Strengthening of Skill Institutions,,,,2.16,3.32,5.48,1.61,,1.61,2.65,,2.65
109,Statement 10A,261.05     Promotion of Apprenticeship,,,,10.17,,10.17,7.61,,7.61,10.91,,10.91
109,Statement 10A,261.06    Skill Acquisition and Knowledge,,,,,,,,,,73.5,,73.5
109,Statement 10A,Awareness for Livelihood Promotion 261.07 Skill Strengthening for Industrial Value,,,,,,,,,,59.76,,59.76
109,Statement 10A,Enhancements Total- Pradhan Mantri Kaushal Vikas Yojana,422.93,,422.93,423.24,3.32,426.56,331.73,,331.73,402.55,,402.55
109,Statement 10A,Demand No. 92,7998.51,177.4,8175.91,6096.09,275.01,6371.1,6096.09,245.01,6341.1,6868.33,286.0,7154.33
109,Statement 10A,Department of Social Justice and Empowerment 262. Educational Empowerment 262.01     Boys and Girls Hostels,36.56,,36.56,107.76,,107.76,25.0,,25.0,30.0,,30.0
109,Statement 10A,262.02     Post-Matric Scholarship,5928.16,,5928.16,2926.82,,2926.82,2690.0,,2690.0,2987.33,,2987.33
109,Statement 10A,262.03     Pre-Matric Scholarship for SC Students,115.64,,115.64,355.0,,355.0,355.0,,355.0,700.0,,700.0
109,Statement 10A,262.04     Upgradation of Merit of SC Students,,,,0.01,,0.01,,,,,,
109,Statement 10A,262.05    Pre-Matric Scholarship for Children of,3.12,,3.12,5.0,,5.0,30.0,,30.0,25.0,,25.0
