page,statement,row_label,actuals_2018_19_revenue,actuals_2018_19_capital,actuals_2018_19_total,BE_2019_20_revenue,BE_2019_20_capital,BE_2019_20_total,RE_2019_20_revenue,RE_2019_20_capital,RE_2019_20_total,BE_2020_21_revenue,BE_2020_21_capital,BE_2020_21_total
23,Statement 4B,8.   Pradhan Mantri Kisan Man Dhan Yojana,,,,900.0,,900.0,200.0,,200.0,220.0,,220.0
23,Statement 4B,"9.   Formation and Promotion of 10,000 Farmer",,,,,,,,,,500.0,,500.0
23,Statement 4B,Producer Organizations (FPOs) Demand No. 2,2508.72,,2508.72,2699.0,,2699.0,2488.61,,2488.61,2729.0,,2729.0
23,Statement 4B,Department of Agricultural Research and Education 10. Agricultural Extension,205.53,,205.53,221.15,,221.15,221.15,,221.15,242.5,,242.5
23,Statement 4B,11.   Agricultural Engineering,59.5,,59.5,64.02,,64.02,64.02,,64.02,70.0,,70.0
23,Statement 4B,12.   Natural Resource Management Institutes including,148.51,,148.51,159.48,,159.48,158.83,,158.83,174.0,,174.0
23,Statement 4B,Agro Forestry Research 13.   Climate Resilient Agriculture Initiative,44.21,,44.21,47.56,,47.56,46.0,,46.0,52.0,,52.0
23,Statement 4B,14.   Crop Science,651.99,,651.99,701.53,,701.53,635.0,,635.0,715.5,,715.5
23,Statement 4B,15.   Horticultural Science,165.75,,165.75,178.34,,178.34,173.61,,173.61,194.0,,194.0
23,Statement 4B,16.   National Agricultural Science Fund,50.75,,50.75,54.6,,54.6,50.0,,50.0,55.0,,55.0
23,Statement 4B,17.   Animal Science,288.98,,288.98,310.98,,310.98,310.0,,310.0,330.0,,330.0
23,Statement 4B,18.   Fisheries Science,132.34,,132.34,142.39,,142.39,142.39,,142.39,156.0,,156.0
23,Statement 4B,19.   Agricultural Universities and Institutions,525.59,,525.59,565.51,,565.51,450.0,,450.0,480.0,,480.0
23,Statement 4B,20.   Economic Statistics and Management,27.66,,27.66,29.76,,29.76,29.76,,29.76,30.0,,30.0
23,Statement 4B,21.   National Agricultural Higher Education Project,155.28,,155.28,,,,,,,,,
24,Statement 4B,22.   National Agricultural Higher Education Project,52.63,,52.63,223.68,,223.68,207.85,,207.85,230.0,,230.0
24,Statement 4B,(EAP) Demand No. 3,82.32,4150.62,4232.94,1065.0,4968.61,6033.61,1134.97,5145.61,6280.58,821.05,5465.32,6286.37
24,Statement 4B,Atomic Energy 23. R and D Basic Science and Engineering,,1021.3,1021.3,,1320.0,1320.0,,1169.86,1169.86,,1250.0,1250.0
24,Statement 4B,24.   R and D for Fast Reactor Science and Technology,,242.4,242.4,,271.0,271.0,,271.0,271.0,,300.0,300.0
24,Statement 4B,"25.   Advanced Technologies for Laser, Synchrotron",,145.14,145.14,,150.99,150.99,,155.0,155.0,,180.0,180.0
24,Statement 4B,and Accelerator 26.   R and D in Exploration and Mining,,118.41,118.41,,138.0,138.0,,138.0,138.0,,150.0,150.0
24,Statement 4B,27.   Grants to other Institutions,88.35,,88.35,154.0,,154.0,100.0,,100.0,154.0,,154.0
24,Statement 4B,28.   Backend Fuel Cycle Projects,,281.08,281.08,,440.0,440.0,,530.14,530.14,,500.0,500.0
24,Statement 4B,29.   Housing Projects,,129.09,129.09,,169.01,169.01,,189.69,189.69,,214.2,214.2
24,Statement 4B,30.   Heavy Water Board,,36.88,36.88,,53.0,53.0,,30.0,30.0,,53.0,53.0
24,Statement 4B,31.   Feedstock,,1127.8,1127.8,,1098.19,1098.19,,1275.19,1275.19,,1194.66,1194.66
24,Statement 4B,32.   Radiation and Isotopes Project,,30.13,30.13,,110.0,110.0,,158.48,158.48,,119.12,119.12
24,Statement 4B,33.   Nuclear Power Projects,56.98,0.71,57.69,107.0,3.42,110.42,94.58,3.42,98.0,96.02,4.1,100.12
24,Statement 4B,34.   Nuclear Fuel Projects,,166.51,166.51,,170.0,170.0,,268.7,268.7,,450.86,450.86
24,Statement 4B,35.   Atomic Energy Regulatory Board Expansion,1.9,14.9,16.8,,40.0,40.0,,28.53,28.53,,49.38,49.38
24,Statement 4B,Project 36.   Advanced Technology for Acclerator,,70.4,70.4,,75.0,75.0,,66.6,66.6,,80.0,80.0
24,Statement 4B,37.   Research and Development Projects,15.0,144.88,159.88,10.0,160.0,170.0,10.0,250.0,260.0,10.0,300.0,310.0
24,Statement 4B,38.   Industries and Material Projects,44.06,34.0,78.06,45.0,20.0,65.0,25.0,11.0,36.0,45.0,20.0,65.0
24,Statement 4B,39.   Fuel Cycle Projects (Fast Reactor Fuel Cycle,,586.99,586.99,,750.0,750.0,,600.0,600.0,,600.0,600.0
24,Statement 4B,Fascility) 40.   Nuclear Fuel Inventory,-123.97,,-123.97,749.0,,749.0,905.39,,905.39,516.03,,516.03
24,Statement 4B,Demand No. 4,98.7,,98.7,142.32,,142.32,89.44,,89.44,136.0,,136.0
24,Statement 4B,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH) 41. Assistance to accredited AYUSH Centres of",4.99,,4.99,5.0,,5.0,5.0,,5.0,8.0,,8.0
24,Statement 4B,Excellence in Non Governmental/ Private Sector engaged in AYUSH education/drug Development and Research/ Clinical Research/ Folk Medicine etc 42. AYUSH and Public Health,3.54,,3.54,5.0,,5.0,4.95,,4.95,5.0,,5.0
25,Statement 4B,43.   Central Drug Controller for AYUSH,0.67,,0.67,1.41,,1.41,0.11,,0.11,1.5,,1.5
25,Statement 4B,44.   Development of Common Facilities for AYUSH,1.0,,1.0,1.0,,1.0,0.33,,0.33,1.0,,1.0
25,Statement 4B,"Industry Clusters 45.   Information, Education and Communication",63.49,,63.49,52.6,,52.6,44.5,,44.5,44.5,,44.5
25,Statement 4B,46.   Promotion of International Cooperation,15.45,,15.45,16.0,,16.0,22.37,,22.37,25.0,,25.0
25,Statement 4B,47.   Pharmacovigilance Initiative for ASU Drugs,1.09,,1.09,1.8,,1.8,2.68,,2.68,2.8,,2.8
25,Statement 4B,48.   Re-oreintation Training Programme of AYUSH,3.0,,3.0,3.5,,3.5,3.5,,3.5,6.0,,6.0
25,Statement 4B,Personnel/Continuing Medical Education (ROTP/CME) 49.   Extra Mural Research Projects through Research,5.47,,5.47,6.0,,6.0,6.0,,6.0,8.0,,8.0
25,Statement 4B,Institutes etc. 50.   Champion Services Sector Scheme,,,,50.01,,50.01,,,,21.2,,21.2
25,Statement 4B,51.   Programme on 'Ayurveda-Biology Integrated,,,,,,,,,,13.0,,13.0
25,Statement 4B,Health Research' Demand No. 5,221.39,,221.39,134.65,,134.65,234.65,,234.65,57.3,,57.3
25,Statement 4B,Department of Chemicals and Petrochemicals 52. Assam Gas Cracker Project,200.0,,200.0,100.0,,100.0,200.0,,200.0,0.01,,0.01
25,Statement 4B,53.   Chemical Promotion and Development Scheme,2.22,,2.22,3.0,,3.0,3.0,,3.0,3.5,,3.5
25,Statement 4B,54.   Promotion of Petrochemicals,19.17,,19.17,31.65,,31.65,31.65,,31.65,53.79,,53.79
25,Statement 4B,Demand No. 6,70604.8,,70604.8,79996.0,,79996.0,79997.85,,79997.85,71309.0,,71309.0
25,Statement 4B,Department of Fertilisers 55. Urea Subsidy,46514.45,,46514.45,53629.0,,53629.0,53629.0,,53629.0,47805.0,,47805.0
25,Statement 4B,56.   Nutrient Based Subsidy,24090.35,,24090.35,26367.0,,26367.0,26368.85,,26368.85,23504.0,,23504.0
25,Statement 4B,Demand No. 7,181.45,,181.45,204.3,,204.3,185.4,,185.4,281.0,,281.0
25,Statement 4B,Department of Pharmaceuticals 57. National Institutes of Pharmaceutical Education,135.0,,135.0,150.0,,150.0,142.4,,142.4,184.45,,184.45
25,Statement 4B,and Research (NIPERs) 58. Jan Aushadhi Scheme,42.5,,42.5,42.0,,42.0,35.51,,35.51,50.0,,50.0
25,Statement 4B,59.   Development of Pharmaceutical Industry,2.81,,2.81,8.3,,8.3,3.49,,3.49,42.05,,42.05
25,Statement 4B,60.   Consumer Awareness Publicity and Price,1.14,,1.14,4.0,,4.0,4.0,,4.0,4.5,,4.5
25,Statement 4B,Monitoring Demand No. 8,5254.47,3975.0,9229.47,4164.1,0.01,4164.11,3323.87,0.01,3323.88,3480.41,0.01,3480.42
25,Statement 4B,Ministry of Civil Aviation 61. Turnaround Plan of Air India Ltd.,,3975.0,3975.0,,0.01,0.01,,0.01,0.01,,0.01,0.01
25,Statement 4B,62.   Regional Connectivity Scheme,403.99,,403.99,480.0,,480.0,451.51,,451.51,465.17,,465.17
26,Statement 4B,63.   Purchase of two new aircraft for Special Extra,3549.5,,3549.5,1084.0,,1084.0,272.35,,272.35,810.23,,810.23
26,Statement 4B,Section Flight operations. 64.   Air India Asset Holding Limited (SPV),1300.0,,1300.0,2600.0,,2600.0,2600.0,,2600.0,2205.0,,2205.0
26,Statement 4B,65.   Mobile Air Dispensary and Air Ambulance,,,,0.1,,0.1,0.01,,0.01,0.01,,0.01
26,Statement 4B,66.   Purchase of Electric Operated Golf Carts for,0.98,,0.98,,,,,,,,,
26,Statement 4B,Senior Citizens at AAI Airports. Demand No. 9,654.32,,654.32,1097.0,,1097.0,871.55,,871.55,819.98,,819.98
26,Statement 4B,Ministry of Coal 67. Research and Development,24.27,,24.27,25.0,,25.0,22.0,,22.0,25.0,,25.0
26,Statement 4B,"68.   Conservation, Safety and Infrastructure",182.4,,182.4,135.0,,135.0,94.5,,94.5,94.98,,94.98
26,Statement 4B,Development in Coal Mines 69.   Exploration of Coal and Lignite,447.65,,447.65,937.0,,937.0,755.05,,755.05,700.0,,700.0
26,Statement 4B,Demand No. 10,4855.35,500.0,5355.35,4833.0,500.0,5333.0,5384.51,800.0,6184.51,4656.0,650.0,5306.0
26,Statement 4B,Department of Commerce 70. Agricultural Product Export Development Authority,79.65,,79.65,80.0,,80.0,85.23,,85.23,95.0,,95.0
26,Statement 4B,(APEDA) 71. Marine Product Export Development Authority,100.0,,100.0,90.0,,90.0,119.77,,119.77,140.0,,140.0
26,Statement 4B,(MPEDA) 72. Trade Infrastructure for Export Schemes (TIES),75.0,,75.0,50.0,,50.0,85.0,,85.0,75.0,,75.0
26,Statement 4B,73.   Duty Drawback Scheme,809.94,,809.94,350.0,,350.0,718.36,,718.36,701.32,,701.32
26,Statement 4B,74.   Tea Board,160.2,,160.2,150.0,,150.0,197.64,,197.64,200.0,,200.0
26,Statement 4B,75.   Coffee Board,179.02,,179.02,200.0,,200.0,248.0,,248.0,225.0,,225.0
26,Statement 4B,76.   Rubber Board,172.22,,172.22,170.0,,170.0,242.0,,242.0,221.34,,221.34
26,Statement 4B,77.   Spices Board,87.97,,87.97,100.0,,100.0,113.0,,113.0,120.0,,120.0
26,Statement 4B,78.   Cashew Export Promotion Council,1.0,,1.0,1.0,,1.0,1.0,,1.0,10.0,,10.0
26,Statement 4B,79.   Market Access Initiative,269.75,,269.75,300.0,,300.0,325.0,,325.0,300.0,,300.0
26,Statement 4B,80.   National Export Insurance Account,300.0,,300.0,300.0,,300.0,300.0,,300.0,,,
26,Statement 4B,81.   Gems and Jewellery Sector,0.98,,0.98,5.0,,5.0,10.0,,10.0,10.0,,10.0
26,Statement 4B,"82.   Footwear, Leather and Accessories",10.0,,10.0,10.0,,10.0,10.0,,10.0,,,
26,Statement 4B,83.   Investment in ECGC (Export Credit Guarantee,,500.0,500.0,,500.0,500.0,,800.0,800.0,,650.0,650.0
26,Statement 4B,Corporation) 84.   Interest Equalisation Scheme,2600.0,,2600.0,2910.0,,2910.0,2868.0,,2868.0,2300.0,,2300.0
26,Statement 4B,85.   Project Development Fund,,,,10.0,,10.0,10.0,,10.0,16.0,,16.0
27,Statement 4B,86.   Champion Service Sector Scheme on,,,,5.0,,5.0,5.0,,5.0,5.0,,5.0
27,Statement 4B,Transportation and Logistics 87.   Centre For Research on International Trade-CRIT,9.62,,9.62,12.0,,12.0,24.5,,24.5,37.34,,37.34
27,Statement 4B,(Centre for WTO Studies) 88.   Transport and Marketing Assistance (TMA),,,,90.0,,90.0,22.0,,22.0,100.0,,100.0
27,Statement 4B,Scheme for specified agriculture products 89.   Stimulus Package for Export Credit - NIRVIK,,,,,,,,,,95.0,,95.0
27,Statement 4B,Yojana 90.   Implementation of Agriculture Export Policy,,,,,,,0.01,,0.01,5.0,,5.0
27,Statement 4B,Demand No. 11,4666.23,699.99,5366.22,4401.18,600.1,5001.28,4748.78,1085.71,5834.49,4325.01,1402.38,5727.39
27,Statement 4B,Department for Promotion of Industry and Internal Trade 91. Indian Leather Development Programme (ILDP),239.13,,239.13,458.0,,458.0,372.0,,372.0,370.0,,370.0
27,Statement 4B,92.   Industrial Infrastructure Upgradation Scheme,75.52,,75.52,100.0,,100.0,18.0,,18.0,25.0,,25.0
27,Statement 4B,(IIUS) 93.   Price and Production Statistics,8.6,,8.6,7.33,,7.33,15.88,,15.88,12.0,,12.0
27,Statement 4B,94.   National Industrial Corridor Development and,1097.0,,1097.0,850.0,,850.0,950.0,,950.0,1200.0,,1200.0
27,Statement 4B,Implementation Trust (NICDIT) 95.   Amritsar Kolkata Industrial Corridor Project (AKIC),3.0,,3.0,2.7,,2.7,2.7,,2.7,,,
27,Statement 4B,"96.   Exhibition-Cum-Convention Centre, Dwarka",,699.99,699.99,0.01,500.1,500.11,0.01,654.41,654.42,0.01,347.41,347.42
27,Statement 4B,97.   Scheme for Investment Promotion,105.91,,105.91,232.02,,232.02,143.37,,143.37,140.0,,140.0
27,Statement 4B,98.   Scheme for implementation of National,0.22,,0.22,8.47,,8.47,8.47,,8.47,,,
27,Statement 4B,Manufacturing Policy 99.   Ease of Doing Business (e-Biz Project),11.28,,11.28,106.4,,106.4,1.6,,1.6,7.0,,7.0
27,Statement 4B,100.   Fund of Funds,,,,,100.0,100.0,,431.3,431.3,,1054.97,1054.97
27,Statement 4B,101.   Credit Guarantee Fund,,,,0.01,,0.01,,,,10.0,,10.0
27,Statement 4B,102.   Startup India,19.01,,19.01,25.0,,25.0,57.84,,57.84,50.0,,50.0
27,Statement 4B,103.   Ease of Doing Business,1.5,,1.5,1.4,,1.4,9.0,,9.0,20.0,,20.0
27,Statement 4B,104.   North Eastern Industrial and Investment Promotion,527.99,,527.99,483.53,,483.53,543.53,,543.53,200.0,,200.0
27,Statement 4B,Policy (NEIPP) 105.   Transport/Freight Subsidy Scheme,932.25,,932.25,293.31,,293.31,342.88,,342.88,300.0,,300.0
27,Statement 4B,106.   Package for Special Catagory States for Jammu,144.96,,144.96,133.0,,133.0,133.01,,133.01,175.0,,175.0
27,Statement 4B,"and Kashmir, Himachal Pradesh and Uttarakhand 107.   Refund of Central and Integrated GST to Industrial",1499.86,,1499.86,1700.0,,1700.0,2100.49,,2100.49,1716.0,,1716.0
28,Statement 4B,108.  North East Industrial Development Scheme,,,,,,,50.0,,50.0,100.0,,100.0
28,Statement 4B,(NEIDS) 2017 Demand No. 12,206.53,808.55,1015.08,272.89,932.74,1205.63,154.81,728.26,883.07,476.02,1116.21,1592.23
28,Statement 4B,Department of Posts 109. Postal Operation,182.35,424.58,606.93,245.4,528.07,773.47,145.9,351.71,497.61,435.32,769.21,1204.53
28,Statement 4B,110.   Financial Services,,0.02,0.02,,,,,,,,,
28,Statement 4B,111.   India Post Payments Bank,,300.0,300.0,,335.0,335.0,,335.0,335.0,,220.0,220.0
28,Statement 4B,112.   Human Resource Management,24.18,0.5,24.68,26.39,8.07,34.46,8.41,2.05,10.46,40.2,7.0,47.2
28,Statement 4B,113.   Estates Management,,83.45,83.45,1.1,61.6,62.7,0.5,39.5,40.0,0.5,120.0,120.5
28,Statement 4B,Demand No. 13,4854.36,2059.23,6913.59,8510.77,4889.72,13400.49,3073.81,4810.39,7884.2,8119.44,5160.06,13279.5
28,Statement 4B,Department of Telecommunications 114. Compensation to Service Providers for creation,4788.15,,4788.15,8350.0,,8350.0,3000.0,,3000.0,8000.0,,8000.0
28,Statement 4B,and augmentation of telecom infrastructure 115. Optical Fibre Cable based network for Defence,,1927.21,1927.21,,4725.0,4725.0,,4725.0,4725.0,,5000.0,5000.0
28,Statement 4B,Services 116. Human Resource Management,7.91,19.68,27.59,28.66,50.2,78.86,10.76,30.0,40.76,28.44,30.01,58.45
28,Statement 4B,117.   Wireless Planning and Coordination,46.6,6.64,53.24,52.84,25.67,78.51,49.55,5.0,54.55,55.0,25.0,80.0
28,Statement 4B,118.   Telecom Engineering Centre,,0.65,0.65,,20.11,20.11,,5.0,5.0,,20.0,20.0
28,Statement 4B,119.   Technology Development and Investment,3.7,,3.7,20.2,,20.2,3.0,,3.0,10.0,,10.0
28,Statement 4B,Promotion 120.   Establishment of Satellite Gateway (Assistance to,,,,,,,,,,,10.0,10.0
28,Statement 4B,BSNL) 121.   Construction of Office Building,,,,,0.05,0.05,,,,,0.05,0.05
28,Statement 4B,122.   Special Assistance for Swachhta Action Plan,7.0,,7.0,8.0,,8.0,4.5,,4.5,5.0,,5.0
28,Statement 4B,123.   Telecom Testing and Security Certification Centre,,15.78,15.78,,0.1,0.1,,5.39,5.39,,10.0,10.0
28,Statement 4B,124.   Telecom Computer Emergency Response,,15.0,15.0,,15.0,15.0,,,,,10.0,10.0
28,Statement 4B,Team(T-Cert) 125.   Central Equipments Identity Register (CEIR),,15.0,15.0,,15.0,15.0,,,,,10.0,10.0
28,Statement 4B,126.   Funding to BSNL for providing Telecom,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0
28,Statement 4B,Connectivity for Amarnath Yatra 127.   5G Connectivity Test Bed,,59.27,59.27,,38.59,38.59,,40.0,40.0,,45.0,45.0
28,Statement 4B,128.   Champion Services Sector Scheme,,,,50.07,,50.07,5.0,,5.0,20.0,,20.0
28,Statement 4B,Demand No. 14,1630.63,48.46,1679.09,2124.5,51.5,2176.0,1932.14,17.86,1950.0,2139.6,55.4,2195.0
29,Statement 4B,129.   Price Stabilisation Fund,1500.0,,1500.0,2000.0,,2000.0,1820.0,,1820.0,2000.0,,2000.0
29,Statement 4B,130.   CONFONET,38.5,,38.5,22.0,,22.0,33.63,,33.63,29.5,,29.5
29,Statement 4B,131.   Consumer Awareness (Advertising and Publicity),58.9,,58.9,62.0,,62.0,40.0,,40.0,60.0,,60.0
29,Statement 4B,132.   Consumer Helplines,0.54,,0.54,0.5,,0.5,0.5,,0.5,0.5,,0.5
29,Statement 4B,133.   Consumer Protection Cell,6.11,,6.11,6.5,,6.5,9.41,,9.41,11.0,,11.0
29,Statement 4B,134.   Price Monitoring Structure,1.99,,1.99,2.0,,2.0,1.6,,1.6,2.0,,2.0
29,Statement 4B,"135.   Strengthening Consumer Forum, Consumer",5.8,,5.8,6.0,,6.0,4.95,,4.95,8.0,,8.0
29,Statement 4B,Counseling and Mediation 136.   Bureau of Indian Standard,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0
29,Statement 4B,137.   National Test House,7.03,10.05,17.08,8.5,16.5,25.0,6.71,3.36,10.07,9.6,10.4,20.0
29,Statement 4B,138.  Strengthening of Weights and Measures,9.76,38.41,48.17,15.0,35.0,50.0,13.34,14.5,27.84,17.0,45.0,62.0
29,Statement 4B,Infrastructure and Strengthening of Regional Reference Standard Laboratories and Indian Institute of Legal Metrology Demand No. 15,106007.31,347.95,106355.26,190754.84,319.0,191073.84,113864.76,244.0,114108.76,120887.92,190.0,121077.92
29,Statement 4B,Department of Food and Public Distribution 139. Food Subsidy to Food Corporation of India under,70098.0,,70098.0,151000.0,,151000.0,75000.0,,75000.0,77982.54,,77982.54
29,Statement 4B,National Food Security Act. 140. Food Subsidy for Decentralized Procurement of,31029.49,,31029.49,33000.0,,33000.0,33508.35,,33508.35,37337.14,,37337.14
29,Statement 4B,Foodgrains under NFSA 141. Sugar Subsidy payable under Public Distribution,199.51,,199.51,220.0,,220.0,180.0,,180.0,250.0,,250.0
29,Statement 4B,System 142. Assistance to State Agencies for intra-state,3883.94,,3883.94,4102.21,,4102.21,1678.78,,1678.78,3982.54,,3982.54
29,Statement 4B,movement of foodgrains and FPS dealers margin under NFSA 143. Scheme for Assistance to Sugar Mills for 2017-18,376.43,,376.43,100.0,,100.0,63.0,,63.0,,,
29,Statement 4B,season 144. Scheme for Assistance to Sugar Mills for 2018-19,,,,1000.0,,1000.0,2000.0,,2000.0,200.0,,200.0
29,Statement 4B,season 145. Scheme for Creation and Maintenance of Buffer,,,,,,,100.0,,100.0,200.0,,200.0
29,Statement 4B,Stock of 40 LMT of Sugar 146. Scheme for Creation and Maintenance of Buffer,200.23,,200.23,350.0,,350.0,450.0,,450.0,,,
29,Statement 4B,Stock of Sugar 147. Scheme for Assistance to Sugar Mills for 2019-20,,,,,,,100.0,,100.0,500.0,,500.0
29,Statement 4B,season 148. Scheme for extending financial assistance to sugar,,,,100.0,,100.0,50.0,,50.0,50.0,,50.0
30,Statement 4B,149.   Scheme for defraying expenditure towards internal,,,,500.0,,500.0,550.0,,550.0,200.0,,200.0
30,Statement 4B,"transport, freight, handling and other charges on export 150.   Scheme for Extending Soft Loan to Sugar Mills",,,,200.0,,200.0,100.0,,100.0,120.0,,120.0
30,Statement 4B,151.   Re-imbursement of Internal Transport and Freight,,,,0.63,,0.63,0.63,,0.63,,,
30,Statement 4B,Charges to Sugar Factories on export shipment of Sugar and payment of other permissible claims 152.   Schemes for Development of Sugar Industries,158.36,284.95,443.31,81.0,270.0,351.0,26.0,195.0,221.0,22.0,150.0,172.0
30,Statement 4B,153.   Strengthening of PDS Operations,18.66,,18.66,30.0,,30.0,17.0,,17.0,8.7,,8.7
30,Statement 4B,154.   Integrated Management of Public Distribution,25.0,,25.0,50.0,,50.0,25.0,,25.0,25.0,,25.0
30,Statement 4B,System 155.   Storage and Godowns,23.3,63.0,86.3,21.0,49.0,70.0,16.0,49.0,65.0,10.0,40.0,50.0
30,Statement 4B,156.   Actual Recoveries,-5.61,,-5.61,,,,,,,,,
30,Statement 4B,Demand No. 16,4.52,0.97,5.49,9.95,1.0,10.95,12.75,0.2,12.95,10.5,1.0,11.5
30,Statement 4B,Ministry of Corporate Affairs 157. Champion Service Sector Scheme on Accounting,,,,5.0,,5.0,6.0,,6.0,5.0,,5.0
30,Statement 4B,and Finance Services 158. Corporate Data Management (CDM),4.52,,4.52,4.95,,4.95,6.75,,6.75,5.5,,5.5
30,Statement 4B,159.   Data Mining System (DMS),,0.97,0.97,,1.0,1.0,,0.2,0.2,,1.0,1.0
30,Statement 4B,Demand No. 17,440.45,42.84,483.29,746.23,32.0,778.23,380.47,46.45,426.92,576.32,2.0,578.32
30,Statement 4B,"Ministry of Culture 160. Centenaries and Anniversaries, Celebrations and",156.48,,156.48,110.0,,110.0,104.0,,104.0,160.35,,160.35
30,Statement 4B,Schemes 161. Kala Sanskriti Vikas Yojana,164.55,37.0,201.55,227.74,2.0,229.74,158.16,16.45,174.61,207.79,2.0,209.79
30,Statement 4B,162.   Development of Museums,63.07,5.84,68.91,256.79,30.0,286.79,96.42,30.0,126.42,180.9,,180.9
30,Statement 4B,163.   Development of Libraries and Archives,27.37,,27.37,118.51,,118.51,0.73,,0.73,0.38,,0.38
30,Statement 4B,164.   Global Engagement and International Cooperation,20.11,,20.11,21.19,,21.19,17.75,,17.75,20.6,,20.6
30,Statement 4B,165.   National Mission for Preservation of Manuscripts,8.87,,8.87,12.0,,12.0,3.41,,3.41,6.3,,6.3
30,Statement 4B,Demand No. 18,667.88,2120.53,2788.41,740.0,2321.0,3061.0,785.0,2356.0,3141.0,750.0,2300.0,3050.0
30,Statement 4B,Ministry of Defence (Civil) 166. Transfer to Central Road and Infrastructure Fund,,,,40.0,1963.36,2003.36,50.0,2100.0,2150.0,105.0,2300.0,2405.0
30,Statement 4B,167.   Works under Border Roads Development Board,,2120.53,2120.53,,357.64,357.64,,256.0,256.0,,,
30,Statement 4B,168.   Grants to States for Strategic Roads,54.97,,54.97,,,,,,,,,
30,Statement 4B,169.   Other works,612.91,,612.91,700.0,,700.0,735.0,,735.0,645.0,,645.0
31,Statement 4B,Demand No. 20,,95230.59,95230.59,,103394.31,103394.31,,110394.31,110394.31,,113734.0,113734.0
31,Statement 4B,Capital Outlay on Defence Services 170. Land-Army - Army,,130.93,130.93,,290.83,290.83,,90.83,90.83,,291.0,291.0
31,Statement 4B,171.   Construction Works-Army - Army,,5407.54,5407.54,,6181.18,6181.18,,6005.15,6005.15,,6061.67,6061.67
31,Statement 4B,172.   Aircrafts and Aeroengines-Army - Army,,2383.29,2383.29,,2115.43,2115.43,,3237.43,3237.43,,4000.0,4000.0
31,Statement 4B,173.   Heavy and Medium Vehicles - Army,,1490.44,1490.44,,2128.05,2128.05,,1465.72,1465.72,,1589.36,1589.36
31,Statement 4B,174.   Other equipment-Army - Army,,17923.35,17923.35,,18562.15,18562.15,,18716.66,18716.66,,20209.25,20209.25
31,Statement 4B,175.   Rolling Stock - Army,,,,,50.0,50.0,,2.5,2.5,,100.0,100.0
31,Statement 4B,176.   Rashtriya Rifles - Army,,82.72,82.72,,95.0,95.0,,95.0,95.0,,100.0,100.0
31,Statement 4B,177.   National Cadet Corps - Army,,20.39,20.39,,24.64,24.64,,49.64,49.64,,27.1,27.1
31,Statement 4B,178.   Ex-Servicemen Contributory Health Scheme -,,3.36,3.36,,13.97,13.97,,3.97,3.97,,14.0,14.0
31,Statement 4B,Army 179.   Military Farms - Army,,-1.83,-1.83,,,,,,,,,
31,Statement 4B,180.   Land-Navy - Navy,,25.44,25.44,,50.53,50.53,,1.53,1.53,,16.49,16.49
31,Statement 4B,181.   Construction Works-Navy - Navy,,833.14,833.14,,1000.0,1000.0,,1000.0,1000.0,,1052.0,1052.0
31,Statement 4B,182.   Aircrafts and Aeroengines - Navy,,1891.42,1891.42,,2400.0,2400.0,,1150.0,1150.0,,4640.0,4640.0
31,Statement 4B,183.   Heavy and Medium Vehicles - Navy,,48.26,48.26,,45.0,45.0,,25.0,25.0,,30.0,30.0
31,Statement 4B,184.   Other equipment-Navy - Navy,,3626.21,3626.21,,3500.0,3500.0,,3600.0,3600.0,,3000.0,3000.0
31,Statement 4B,185.   Naval Fleet - Navy,,11455.59,11455.59,,12182.0,12182.0,,15434.0,15434.0,,12746.0,12746.0
31,Statement 4B,186.   Naval Dockyard/projects - Navy,,2748.39,2748.39,,3050.0,3050.0,,4017.0,4017.0,,4182.0,4182.0
31,Statement 4B,187.   Joint Staff - Navy,,881.15,881.15,,928.9,928.9,,928.9,928.9,,1021.79,1021.79
31,Statement 4B,188.   Land-Air Force - Air Force,,13.61,13.61,,70.0,70.0,,25.0,25.0,,150.0,150.0
31,Statement 4B,189.   Construction Works-Air Force - Air Force,,1707.45,1707.45,,1837.3,1837.3,,2362.3,2362.3,,3100.0,3100.0
31,Statement 4B,190.   Aircrafts and Aeroengines-Air Force - Air Force,,25326.92,25326.92,,24807.19,24807.19,,21736.31,21736.31,,26909.88,26909.88
31,Statement 4B,191.   Heavy and Medium Vehicles-Air Force - Air Force,,65.6,65.6,,110.0,110.0,,110.0,110.0,,120.0,120.0
31,Statement 4B,192.   Other equipment-Air Force - Air Force,,8459.45,8459.45,,11448.15,11448.15,,19875.53,19875.53,,12001.03,12001.03
31,Statement 4B,193.   Special Projects - Air Force,,907.81,907.81,,1030.0,1030.0,,760.0,760.0,,1001.0,1001.0
31,Statement 4B,194.   Defence Ordnance Factories,,586.53,586.53,,884.05,884.05,,884.05,884.05,,756.5,756.5
31,Statement 4B,195.   Research and Development,,9230.29,9230.29,,10484.43,10484.43,,8723.78,8723.78,,10532.87,10532.87
32,Statement 4B,196.   Inspection - Director General Quality Audit,,12.24,12.24,,10.96,10.96,,15.96,15.96,,12.06,12.06
32,Statement 4B,(DGQA) 197. Projects of the Army - Techonology Development -,,,,,50.0,50.0,,,,,70.0,70.0
