page,pdf_page,statement,ministry_department,expenditure_category,category_number,actuals_2020_2021_revenue,actuals_2020_2021_capital,actuals_2020_2021_total,BE_2021_2022_revenue,BE_2021_2022_capital,BE_2021_2022_total,RE_2021_2022_revenue,RE_2021_2022_capital,RE_2021_2022_total,BE_2022_2023_revenue,BE_2022_2023_capital,BE_2022_2023_total
11,15,Statement 3,Department of Animal Husbandry and Dairying,Centrally Sponsored Schemes,2,1457.73,,1457.73,1177.04,,1177.04,1394.01,,1394.01,1394.76,,1394.76
11,15,Statement 3,Department of Animal Husbandry and Dairying,Establishment Expenditure of the Centre,3,135.29,3.52,138.81,158.55,3.39,161.94,158.16,3.58,161.74,170.92,24.92,195.84
11,15,Statement 3,Department of Animal Husbandry and Dairying,Other Central Sector Expenditure,4,9.0,,9.0,-31.0,41.0,10.0,,10.0,10.0,-17.88,31.12,13.24
11,15,Statement 3,Ministry of Food Processing Industries,Total Ministry/Department,,1145.52,,1145.52,1308.66,,1308.66,1304.12,,1304.12,2941.99,,2941.99
11,15,Statement 3,Ministry of Food Processing Industries,Central Sector Schemes/Projects,1,667.05,,667.05,700.0,,700.0,801.0,,801.0,1922.0,,1922.0
11,15,Statement 3,Ministry of Food Processing Industries,Centrally Sponsored Schemes,2,387.75,,387.75,500.0,,500.0,399.0,,399.0,900.0,,900.0
11,15,Statement 3,Ministry of Food Processing Industries,Establishment Expenditure of the Centre,3,26.63,,26.63,36.26,,36.26,35.62,,35.62,40.18,,40.18
11,15,Statement 3,Ministry of Food Processing Industries,Other Central Sector Expenditure,4,64.09,,64.09,72.4,,72.4,68.5,,68.5,79.81,,79.81
11,15,Statement 3,Department of Health and Family Welfare,Total Ministry/Department,,73982.34,3586.99,77569.33,68760.03,2508.74,71268.77,79107.61,3813.04,82920.65,77367.43,5632.57,83000.0
11,15,Statement 3,Department of Health and Family Welfare,Central Sector Schemes/Projects,1,18656.38,3162.06,21818.44,8622.65,1943.98,10566.63,10892.07,3331.24,14223.31,10315.63,4847.59,15163.22
11,15,Statement 3,Department of Health and Family Welfare,Centrally Sponsored Schemes,2,39569.16,,39569.16,42972.5,5.0,42977.5,50586.14,5.0,50591.14,47629.07,5.0,47634.07
11,15,Statement 3,Department of Health and Family Welfare,Establishment Expenditure of the Centre,3,5132.49,414.83,5547.32,5777.76,468.04,6245.8,5570.67,429.8,6000.47,6209.9,646.83,6856.73
11,15,Statement 3,Department of Health and Family Welfare,Other Central Sector Expenditure,4,10624.31,10.1,10634.41,11387.12,91.72,11478.84,12058.73,47.0,12105.73,13212.83,133.15,13345.98
11,15,Statement 3,Department of Health Research,Total Ministry/Department,,3124.59,,3124.59,2663.0,,2663.0,3080.0,,3080.0,3200.65,,3200.65
11,15,Statement 3,Department of Health Research,Central Sector Schemes/Projects,1,1484.03,,1484.03,260.0,,260.0,907.93,,907.93,954.65,,954.65
11,15,Statement 3,Department of Health Research,Establishment Expenditure of the Centre,2,28.77,,28.77,45.0,,45.0,39.0,,39.0,48.0,,48.0
11,15,Statement 3,Department of Health Research,Other Central Sector Expenditure,3,1611.79,,1611.79,2358.0,,2358.0,2133.07,,2133.07,2198.0,,2198.0
11,15,Statement 3,Ministry of Heavy Industries,Total Ministry/Department,,555.34,311.56,866.9,927.85,67.42,995.27,1053.95,127.05,1181.0,3213.79,92.21,3306.0
11,15,Statement 3,Ministry of Heavy Industries,Central Sector Schemes/Projects,1,386.13,114.3,500.43,869.75,67.22,936.97,838.05,17.0,855.05,3119.53,23.62,3143.15
11,15,Statement 3,Ministry of Heavy Industries,Establishment Expenditure of the Centre,2,32.39,,32.39,41.09,,41.09,30.68,,30.68,32.93,,32.93
11,15,Statement 3,Ministry of Heavy Industries,Other Central Sector Expenditure,3,136.82,197.26,334.08,17.01,0.2,17.21,185.22,110.05,295.27,61.33,68.59,129.92
11,15,Statement 3,Ministry of Home Affairs,Total Ministry/Department,,3580.44,275.28,3855.72,7333.41,286.99,7620.4,4237.96,320.65,4558.61,7384.62,236.38,7621.0
12,16,Statement 3,Ministry of Home Affairs,Central Sector Schemes/Projects,1,1245.67,105.55,1351.22,1569.07,72.05,1641.12,1691.41,128.0,1819.41,1535.64,86.04,1621.68
12,16,Statement 3,Ministry of Home Affairs,Establishment Expenditure of the Centre,2,1507.63,92.29,1599.92,1875.31,134.94,2010.25,1879.67,137.65,2017.32,2017.31,107.34,2124.65
12,16,Statement 3,Ministry of Home Affairs,Other Central Sector Expenditure,3,716.81,77.44,794.25,3841.0,80.0,3921.0,615.37,55.0,670.37,3802.65,43.0,3845.65
12,16,Statement 3,Ministry of Home Affairs,Other Grants/Loans/Transfers,4,110.33,,110.33,48.03,,48.03,51.51,,51.51,29.02,,29.02
12,16,Statement 3,Cabinet,Total Ministry/Department,,1186.08,,1186.08,1961.04,137.0,2098.04,1588.0,137.0,1725.0,1202.22,508.82,1711.04
12,16,Statement 3,Cabinet,Establishment Expenditure of the Centre,1,1186.08,,1186.08,1961.04,137.0,2098.04,1588.0,137.0,1725.0,1202.22,508.82,1711.04
12,16,Statement 3,Police,Total Ministry/Department,,86675.81,4934.84,91610.65,94086.59,9715.93,103802.52,101369.11,7897.19,109266.3,107187.99,10500.0,117687.99
12,16,Statement 3,Police,Central Sector Schemes/Projects,1,498.07,3292.11,3790.18,491.86,5642.7,6134.56,725.54,5561.24,6286.78,2209.04,6767.55,8976.59
12,16,Statement 3,Police,Centrally Sponsored Schemes,2,2120.83,,2120.83,3368.82,,3368.82,3567.5,,3567.5,3319.88,,3319.88
12,16,Statement 3,Police,Establishment Expenditure of the Centre,3,84321.65,1223.16,85544.81,88796.18,2092.23,90888.41,95412.27,1634.95,97047.22,100283.25,2403.25,102686.5
12,16,Statement 3,Police,Other Central Sector Expenditure,4,1017.34,542.79,1560.13,1429.73,1981.0,3410.73,1663.8,701.0,2364.8,1375.82,1329.2,2705.02
12,16,Statement 3,Police,Other Grants/Loans/Transfers,5,-1282.08,-123.22,-1405.3,,,,,,,,,
12,16,Statement 3,Andaman and Nicobar Islands,Total Ministry/Department,,4482.15,342.44,4824.59,4651.24,666.17,5317.41,5411.55,512.09,5923.64,5116.43,587.22,5703.65
12,16,Statement 3,Andaman and Nicobar Islands,Establishment Expenditure of the Centre,1,2217.09,,2217.09,2349.55,,2349.55,2398.87,1.79,2400.66,2502.2,,2502.2
12,16,Statement 3,Andaman and Nicobar Islands,Other Central Sector Expenditure,2,2265.06,342.44,2607.5,2301.69,666.17,2967.86,3012.68,510.3,3522.98,2614.23,587.22,3201.45
12,16,Statement 3,Chandigarh,Total Ministry/Department,,3882.38,341.28,4223.66,4162.67,498.45,4661.12,4049.18,379.07,4428.25,4427.46,419.33,4846.79
12,16,Statement 3,Chandigarh,Establishment Expenditure of the Centre,1,2196.6,,2196.6,2411.03,,2411.03,2382.79,,2382.79,2582.37,,2582.37
12,16,Statement 3,Chandigarh,Other Central Sector Expenditure,2,1685.78,341.28,2027.06,1751.64,498.45,2250.09,1666.39,379.07,2045.46,1845.09,419.33,2264.42
12,16,Statement 3,Dadra and Nagar Haveli and Daman and Diu,Total Ministry/Department,,1005.14,373.41,1378.55,1439.76,764.83,2204.59,1439.76,873.04,2312.8,1499.0,875.1,2374.1
12,16,Statement 3,Dadra and Nagar Haveli and Daman and Diu,Establishment Expenditure of the Centre,1,545.52,,545.52,624.71,,624.71,638.06,,638.06,672.38,,672.38
12,16,Statement 3,Dadra and Nagar Haveli and Daman and Diu,Other Central Sector Expenditure,2,459.62,373.41,833.03,815.05,764.83,1579.88,801.7,873.04,1674.74,826.62,875.1,1701.72
12,16,Statement 3,Ladakh,Total Ministry/Department,,1585.16,788.58,2373.74,2331.64,3626.36,5958.0,2331.64,3626.36,5958.0,2553.29,3404.71,5958.0
12,16,Statement 3,Ladakh,Establishment Expenditure of the Centre,1,1327.94,,1327.94,1736.08,,1736.08,1791.61,,1791.61,1946.34,,1946.34
12,16,Statement 3,Ladakh,Other Central Sector Expenditure,2,257.22,788.58,1045.8,595.56,3626.36,4221.92,540.03,3626.36,4166.39,606.95,3404.71,4011.66
12,16,Statement 3,Lakshadweep,Total Ministry/Department,,1129.91,102.25,1232.16,1211.71,228.85,1440.56,1206.46,89.8,1296.26,1173.1,221.65,1394.75
12,16,Statement 3,Lakshadweep,Establishment Expenditure of the Centre,1,384.79,,384.79,404.6,,404.6,415.5,,415.5,444.6,,444.6
12,16,Statement 3,Lakshadweep,Other Central Sector Expenditure,2,745.12,102.25,847.37,807.11,228.85,1035.96,790.96,89.8,880.76,728.5,221.65,950.15
12,16,Statement 3,Transfers to Delhi,Total Ministry/Department,,1112.49,,1112.49,957.5,0.01,957.51,1030.01,,1030.01,1168.0,,1168.0
12,16,Statement 3,Transfers to Delhi,Other Grants/Loans/Transfers,1,1112.49,,1112.49,957.5,0.01,957.51,1030.01,,1030.01,1168.0,,1168.0
12,16,Statement 3,Transfers to Jammu and Kashmir,Total Ministry/Department,,30757.0,,30757.0,30757.0,,30757.0,34704.46,,34704.46,35581.44,,35581.44
12,16,Statement 3,Transfers to Jammu and Kashmir,Other Grants/Loans/Transfers,1,30757.0,,30757.0,30757.0,,30757.0,34704.46,,34704.46,35581.44,,35581.44
13,17,Statement 3,Transfers to Puducherry,Total Ministry/Department,,1703.0,,1703.0,1729.78,0.01,1729.79,1879.78,0.01,1879.79,1729.78,0.01,1729.79
13,17,Statement 3,Transfers to Puducherry,Other Grants/Loans/Transfers,1,1703.0,,1703.0,1729.78,0.01,1729.79,1879.78,0.01,1879.79,1729.78,0.01,1729.79
13,17,Statement 3,Ministry of Housing and Urban Affairs,Total Ministry/Department,,36397.28,10303.68,46700.96,28821.99,25759.01,54581.0,47893.76,25956.5,73850.26,49208.45,27341.01,76549.46
13,17,Statement 3,Ministry of Housing and Urban Affairs,Central Sector Schemes/Projects,1,2427.44,10163.68,12591.12,540.01,25634.01,26174.02,605.01,25851.5,26456.51,275.01,27226.01,27501.02
13,17,Statement 3,Ministry of Housing and Urban Affairs,Centrally Sponsored Schemes,2,32554.26,,32554.26,24845.0,,24845.0,43695.0,,43695.0,45300.0,,45300.0
13,17,Statement 3,Ministry of Housing and Urban Affairs,Establishment Expenditure of the Centre,3,1349.3,,1349.3,3370.47,,3370.47,3555.57,,3555.57,3570.03,,3570.03
13,17,Statement 3,Ministry of Housing and Urban Affairs,Other Central Sector Expenditure,4,66.28,140.0,206.28,66.51,125.0,191.51,38.18,105.0,143.18,63.41,115.0,178.41
13,17,Statement 3,Ministry of Information and Broadcasting,Total Ministry/Department,,3370.3,6.32,3376.62,4058.61,12.62,4071.23,3743.59,21.1,3764.69,3955.12,25.65,3980.77
13,17,Statement 3,Ministry of Information and Broadcasting,Central Sector Schemes/Projects,1,327.02,6.32,333.34,619.43,12.62,632.05,428.9,21.1,450.0,604.35,25.65,630.0
13,17,Statement 3,Ministry of Information and Broadcasting,Establishment Expenditure of the Centre,2,429.07,,429.07,563.77,,563.77,530.47,,530.47,582.87,,582.87
13,17,Statement 3,Ministry of Information and Broadcasting,Other Central Sector Expenditure,3,2614.21,,2614.21,2875.41,,2875.41,2784.22,,2784.22,2767.9,,2767.9
13,17,Statement 3,"Department of Water Resources, River Development and",Total Ministry/Department,,7079.46,152.63,7232.09,8700.8,321.77,9022.57,17806.07,202.63,18008.7,18548.05,419.83,18967.88
13,17,Statement 3,"Department of Water Resources, River Development and",Central Sector Schemes/Projects,1,1822.96,144.43,1967.39,2138.26,317.76,2456.02,2755.14,185.66,2940.8,4826.88,393.98,5220.86
13,17,Statement 3,"Department of Water Resources, River Development and",Centrally Sponsored Schemes,2,4475.95,0.84,4476.79,5685.67,2.82,5688.49,14020.48,1.76,14022.24,12602.83,2.29,12605.12
13,17,Statement 3,"Department of Water Resources, River Development and",Establishment Expenditure of the Centre,3,780.55,7.36,787.91,876.87,1.19,878.06,1030.45,15.21,1045.66,1118.34,23.56,1141.9
13,17,Statement 3,Department of Drinking Water and Sanitation,Total Ministry/Department,,15967.3,,15967.3,60030.45,,60030.45,51036.9,,51036.9,67221.12,,67221.12
13,17,Statement 3,Department of Drinking Water and Sanitation,Centrally Sponsored Schemes,1,15943.16,,15943.16,60005.1,,60005.1,51011.0,,51011.0,67192.0,,67192.0
13,17,Statement 3,Department of Drinking Water and Sanitation,Establishment Expenditure of the Centre,2,24.14,,24.14,25.35,,25.35,25.9,,25.9,29.12,,29.12
13,17,Statement 3,Ministry of Labour and Employment,Total Ministry/Department,,12894.27,26.1,12920.37,13269.37,37.13,13306.5,14224.52,24.2,14248.72,16846.37,47.31,16893.68
13,17,Statement 3,Ministry of Labour and Employment,Central Sector Schemes/Projects,1,11011.47,0.31,11011.78,11673.6,0.5,11674.1,13283.6,0.5,13284.1,16084.1,,16084.1
13,17,Statement 3,Ministry of Labour and Employment,Centrally Sponsored Schemes,2,1309.61,0.06,1309.67,976.8,0.1,976.9,299.8,0.1,299.9,74.9,0.1,75.0
13,17,Statement 3,Ministry of Labour and Employment,Establishment Expenditure of the Centre,3,485.87,25.73,511.6,513.97,36.53,550.5,519.57,23.6,543.17,571.97,47.21,619.18
13,17,Statement 3,Ministry of Labour and Employment,Other Central Sector Expenditure,4,87.32,,87.32,105.0,,105.0,121.55,,121.55,115.4,,115.4
13,17,Statement 3,Law and Justice,Total Ministry/Department,,1271.3,286.0,1557.3,1545.82,1100.0,2645.82,3089.0,1122.0,4211.0,1778.48,1615.0,3393.48
13,17,Statement 3,Law and Justice,Central Sector Schemes/Projects,1,213.22,,213.22,138.82,,138.82,138.82,,138.82,41.0,,41.0
13,17,Statement 3,Law and Justice,Centrally Sponsored Schemes,2,599.0,,599.0,784.0,,784.0,778.44,,778.44,858.0,,858.0
13,17,Statement 3,Law and Justice,Establishment Expenditure of the Centre,3,278.24,,278.24,337.2,100.0,437.2,344.13,122.0,466.13,365.98,115.0,480.98
13,17,Statement 3,Law and Justice,Other Central Sector Expenditure,4,110.0,,110.0,116.5,,116.5,191.75,,191.75,196.5,,196.5
13,17,Statement 3,Law and Justice,Other Grants/Loans/Transfers,5,70.84,286.0,356.84,169.3,1000.0,1169.3,1635.86,1000.0,2635.86,317.0,1500.0,1817.0
13,17,Statement 3,Election Commission,Total Ministry/Department,,188.98,4.51,193.49,242.16,7.0,249.16,252.0,7.0,259.0,253.0,7.0,260.0
14,18,Statement 3,Election Commission,Establishment Expenditure of the Centre,1,192.88,6.0,198.88,242.16,7.0,249.16,252.0,7.0,259.0,253.0,7.0,260.0
14,18,Statement 3,Election Commission,Other Central Sector Expenditure,2,-3.9,-1.49,-5.39,,,,,,,,,
14,18,Statement 3,Supreme Court of India,Total Ministry/Department,,328.0,,328.0,334.96,,334.96,350.86,,350.86,401.46,,401.46
14,18,Statement 3,Supreme Court of India,Establishment Expenditure of the Centre,1,328.0,,328.0,334.96,,334.96,350.86,,350.86,401.46,,401.46
14,18,Statement 3,"Ministry of Micro, Small and Medium Enterprises",Total Ministry/Department,,5431.64,23.63,5455.27,15329.65,370.0,15699.65,15335.45,364.2,15699.65,20916.0,506.0,21422.0
14,18,Statement 3,"Ministry of Micro, Small and Medium Enterprises",Central Sector Schemes/Projects,1,5328.56,23.63,5352.19,15259.21,370.0,15629.21,15276.2,364.2,15640.4,20851.85,506.0,21357.85
14,18,Statement 3,"Ministry of Micro, Small and Medium Enterprises",Centrally Sponsored Schemes,2,,,,0.04,,0.04,,,,,,
14,18,Statement 3,"Ministry of Micro, Small and Medium Enterprises",Establishment Expenditure of the Centre,3,295.64,,295.64,70.4,,70.4,59.25,,59.25,64.15,,64.15
14,18,Statement 3,"Ministry of Micro, Small and Medium Enterprises",Other Central Sector Expenditure,4,-192.56,,-192.56,,,,,,,,,
14,18,Statement 3,Ministry of Mines,Total Ministry/Department,,1296.06,51.81,1347.87,1398.49,68.33,1466.82,1426.28,53.72,1480.0,1446.79,61.21,1508.0
14,18,Statement 3,Ministry of Mines,Establishment Expenditure of the Centre,1,807.59,,807.59,804.52,,804.52,840.78,,840.78,853.02,,853.02
14,18,Statement 3,Ministry of Mines,Other Central Sector Expenditure,2,488.47,51.81,540.28,593.97,68.33,662.3,585.5,53.72,639.22,593.77,61.21,654.98
14,18,Statement 3,Ministry of Minority Affairs,Total Ministry/Department,,3810.29,110.0,3920.29,4657.75,153.02,4810.77,4246.45,100.0,4346.45,4861.5,159.0,5020.5
14,18,Statement 3,Ministry of Minority Affairs,Central Sector Schemes/Projects,1,2688.12,110.0,2798.12,2863.0,153.0,3016.0,2745.85,100.0,2845.85,2915.91,159.0,3074.91
14,18,Statement 3,Ministry of Minority Affairs,Centrally Sponsored Schemes,2,1083.33,,1083.33,1563.99,0.01,1564.0,1373.55,,1373.55,1810.0,,1810.0
14,18,Statement 3,Ministry of Minority Affairs,Establishment Expenditure of the Centre,3,28.65,,28.65,125.99,0.01,126.0,38.94,,38.94,120.03,,120.03
14,18,Statement 3,Ministry of Minority Affairs,Other Central Sector Expenditure,4,10.19,,10.19,104.77,,104.77,88.11,,88.11,15.56,,15.56
14,18,Statement 3,Ministry of New and Renewable Energy,Total Ministry/Department,,2493.34,149.96,2643.3,5743.0,10.0,5753.0,5071.8,2610.0,7681.8,6888.94,11.74,6900.68
14,18,Statement 3,Ministry of New and Renewable Energy,Central Sector Schemes/Projects,1,2866.81,,2866.81,5645.28,,5645.28,4987.5,,4987.5,6787.93,,6787.93
14,18,Statement 3,Ministry of New and Renewable Energy,Establishment Expenditure of the Centre,2,34.21,149.96,184.17,49.05,10.0,59.05,44.3,110.0,154.3,56.01,11.74,67.75
14,18,Statement 3,Ministry of New and Renewable Energy,Other Central Sector Expenditure,3,-407.68,,-407.68,48.67,,48.67,40.0,2500.0,2540.0,45.0,,45.0
14,18,Statement 3,Ministry of Panchayati Raj,Total Ministry/Department,,686.26,,686.26,913.43,,913.43,868.38,,868.38,868.57,,868.57
14,18,Statement 3,Ministry of Panchayati Raj,Central Sector Schemes/Projects,1,89.31,,89.31,215.2,,215.2,148.19,,148.19,163.2,,163.2
14,18,Statement 3,Ministry of Panchayati Raj,Centrally Sponsored Schemes,2,567.4,,567.4,661.0,,661.0,682.22,,682.22,663.0,,663.0
14,18,Statement 3,Ministry of Panchayati Raj,Establishment Expenditure of the Centre,3,29.55,,29.55,37.23,,37.23,37.97,,37.97,42.37,,42.37
14,18,Statement 3,Ministry of Parliamentary Affairs,Total Ministry/Department,,28.98,,28.98,65.07,,65.07,65.0,,65.0,66.4,,66.4
14,18,Statement 3,Ministry of Parliamentary Affairs,Establishment Expenditure of the Centre,1,28.98,,28.98,65.07,,65.07,65.0,,65.0,66.4,,66.4
14,18,Statement 3,"Ministry of Personnel, Public Grievances and Pensions",Total Ministry/Department,,1525.33,116.18,1641.51,1860.21,198.36,2058.57,1796.4,153.6,1950.0,2111.88,225.3,2337.18
14,18,Statement 3,"Ministry of Personnel, Public Grievances and Pensions",Central Sector Schemes/Projects,1,55.38,40.78,96.16,107.31,91.01,198.32,86.99,62.01,149.0,176.66,78.34,255.0
14,18,Statement 3,"Ministry of Personnel, Public Grievances and Pensions",Establishment Expenditure of the Centre,2,1438.99,71.02,1510.01,1581.96,107.35,1689.31,1607.49,91.59,1699.08,1503.57,146.96,1650.53
14,18,Statement 3,"Ministry of Personnel, Public Grievances and Pensions",Other Central Sector Expenditure,3,30.96,4.38,35.34,170.94,,170.94,101.92,,101.92,431.65,,431.65
15,19,Statement 3,Central Vigilance Commission,Total Ministry/Department,,33.49,,33.49,38.67,,38.67,38.63,,38.63,41.96,,41.96
15,19,Statement 3,Central Vigilance Commission,Establishment Expenditure of the Centre,1,33.49,,33.49,38.67,,38.67,38.63,,38.63,41.96,,41.96
15,19,Statement 3,Ministry of Petroleum and Natural Gas,Total Ministry/Department,,39876.88,2313.0,42189.88,15516.78,427.0,15943.78,8448.47,397.66,8846.13,8339.86,600.0,8939.86
15,19,Statement 3,Ministry of Petroleum and Natural Gas,Central Sector Schemes/Projects,1,39554.45,2313.0,41867.45,15268.0,427.0,15695.0,8221.48,397.66,8619.14,8137.82,600.0,8737.82
15,19,Statement 3,Ministry of Petroleum and Natural Gas,Establishment Expenditure of the Centre,2,34.33,,34.33,45.41,,45.41,47.15,,47.15,49.16,,49.16
15,19,Statement 3,Ministry of Petroleum and Natural Gas,Other Central Sector Expenditure,3,288.1,,288.1,203.37,,203.37,179.84,,179.84,152.88,,152.88
15,19,Statement 3,Ministry of Planning,Total Ministry/Department,,748.4,0.28,748.68,1061.99,0.78,1062.77,1070.01,0.77,1070.78,310.67,10.75,321.42
15,19,Statement 3,Ministry of Planning,Central Sector Schemes/Projects,1,641.78,0.28,642.06,954.22,0.78,955.0,928.7,0.77,929.47,151.32,10.75,162.07
15,19,Statement 3,Ministry of Planning,Establishment Expenditure of the Centre,2,97.73,,97.73,98.1,,98.1,132.05,,132.05,149.49,,149.49
15,19,Statement 3,Ministry of Planning,Other Central Sector Expenditure,3,8.89,,8.89,9.67,,9.67,9.26,,9.26,9.86,,9.86
15,19,Statement 3,"Ministry of Ports, Shipping and Waterways",Total Ministry/Department,,1219.07,168.63,1387.7,1519.35,183.0,1702.35,976.57,608.8,1585.37,1135.19,574.31,1709.5
15,19,Statement 3,"Ministry of Ports, Shipping and Waterways",Central Sector Schemes/Projects,1,885.92,159.99,1045.91,1102.5,158.0,1260.5,492.18,100.0,592.18,622.29,,622.29
15,19,Statement 3,"Ministry of Ports, Shipping and Waterways",Establishment Expenditure of the Centre,2,54.5,,54.5,77.0,,77.0,75.14,,75.14,80.0,,80.0
15,19,Statement 3,"Ministry of Ports, Shipping and Waterways",Other Central Sector Expenditure,3,278.65,8.64,287.29,339.85,25.0,364.85,409.25,508.8,918.05,432.9,574.31,1007.21
15,19,Statement 3,Ministry of Power,Total Ministry/Department,,10211.94,369.98,10581.92,13757.03,1564.97,15322.0,14236.38,1085.62,15322.0,16061.63,13.11,16074.74
15,19,Statement 3,Ministry of Power,Central Sector Schemes/Projects,1,7271.02,318.67,7589.69,9444.17,1564.95,11009.12,10527.52,1085.62,11613.14,11192.69,13.11,11205.8
15,19,Statement 3,Ministry of Power,Establishment Expenditure of the Centre,2,188.48,,188.48,226.6,,226.6,210.05,,210.05,231.79,,231.79
15,19,Statement 3,Ministry of Power,Other Central Sector Expenditure,3,2752.44,51.31,2803.75,4086.26,0.02,4086.28,3498.81,,3498.81,4637.15,,4637.15
15,19,Statement 3,"Staff, Household and Allowances of the President",Total Ministry/Department,,68.13,,68.13,74.47,,74.47,70.0,,70.0,79.45,,79.45
15,19,Statement 3,"Staff, Household and Allowances of the President",Establishment Expenditure of the Centre,1,68.13,,68.13,74.47,,74.47,70.0,,70.0,79.45,,79.45
15,19,Statement 3,Lok Sabha,Total Ministry/Department,,559.79,,559.79,855.0,,855.0,700.45,,700.45,800.0,,800.0
15,19,Statement 3,Lok Sabha,Establishment Expenditure of the Centre,1,559.79,,559.79,855.0,,855.0,700.45,,700.45,800.0,,800.0
15,19,Statement 3,Rajya Sabha,Total Ministry/Department,,346.51,,346.51,446.5,,446.5,405.54,,405.54,430.96,,430.96
15,19,Statement 3,Rajya Sabha,Establishment Expenditure of the Centre,1,346.51,,346.51,446.5,,446.5,405.54,,405.54,430.96,,430.96
15,19,Statement 3,Secretariat of the Vice-President,Total Ministry/Department,,5.93,,5.93,7.43,,7.43,7.31,,7.31,8.64,,8.64
15,19,Statement 3,Secretariat of the Vice-President,Establishment Expenditure of the Centre,1,5.93,,5.93,7.43,,7.43,7.31,,7.31,8.64,,8.64
15,19,Statement 3,Union Public Service Commission,Total Ministry/Department,,284.94,,284.94,304.17,,304.17,316.18,,316.18,330.58,,330.58
15,19,Statement 3,Union Public Service Commission,Establishment Expenditure of the Centre,1,284.94,,284.94,304.17,,304.17,316.18,,316.18,330.58,,330.58
15,19,Statement 3,Ministry of Railways,Total Ministry/Department,,2835.63,109323.69,112159.32,2954.64,107100.0,110054.64,2956.12,117100.0,120056.12,3267.13,137100.0,140367.13
15,19,Statement 3,Ministry of Railways,Central Sector Schemes/Projects,1,,109323.69,109323.69,,107100.0,107100.0,,117100.0,117100.0,,137100.0,137100.0
15,19,Statement 3,Ministry of Railways,Establishment Expenditure of the Centre,2,2835.63,,2835.63,2954.64,,2954.64,2956.12,,2956.12,3267.13,,3267.13
15,19,Statement 3,Ministry of Road Transport and Highways,Total Ministry/Department,,9964.27,89194.82,99159.09,9870.89,108230.11,118101.0,9898.44,121250.63,131149.07,11363.71,187744.0,199107.71
16,20,Statement 3,Ministry of Road Transport and Highways,Central Sector Schemes/Projects,1,9833.57,89194.82,99028.39,9717.24,108230.11,117947.35,9744.79,121250.63,130995.42,11200.48,187744.0,198944.48
16,20,Statement 3,Ministry of Road Transport and Highways,Establishment Expenditure of the Centre,2,130.7,,130.7,153.65,,153.65,153.65,,153.65,163.23,,163.23
16,20,Statement 3,Department of Rural Development,Total Ministry/Department,,196416.71,,196416.71,131519.08,,131519.08,153558.07,,153558.07,135944.29,,135944.29
16,20,Statement 3,Department of Rural Development,Central Sector Schemes/Projects,1,215.61,,215.61,364.39,,364.39,176.54,,176.54,212.2,,212.2
16,20,Statement 3,Department of Rural Development,Centrally Sponsored Schemes,2,196146.73,,196146.73,130977.61,,130977.61,153204.45,,153204.45,135538.73,,135538.73
16,20,Statement 3,Department of Rural Development,Establishment Expenditure of the Centre,3,61.55,,61.55,53.08,,53.08,53.08,,53.08,57.9,,57.9
16,20,Statement 3,Department of Rural Development,Other Central Sector Expenditure,4,-7.18,,-7.18,124.0,,124.0,124.0,,124.0,135.46,,135.46
16,20,Statement 3,Department of Land Resources,Total Ministry/Department,,1175.98,,1175.98,2170.42,,2170.42,1484.52,,1484.52,2259.34,,2259.34
16,20,Statement 3,Department of Land Resources,Central Sector Schemes/Projects,1,225.14,,225.14,150.0,,150.0,250.0,,250.0,239.25,,239.25
16,20,Statement 3,Department of Land Resources,Centrally Sponsored Schemes,2,937.84,,937.84,2000.0,,2000.0,1216.0,,1216.0,2000.0,,2000.0
16,20,Statement 3,Department of Land Resources,Establishment Expenditure of the Centre,3,13.0,,13.0,20.42,,20.42,18.52,,18.52,20.09,,20.09
16,20,Statement 3,Department of Science and Technology,Total Ministry/Department,,4807.08,86.48,4893.56,5945.39,122.0,6067.39,5170.8,69.2,5240.0,5917.3,82.7,6000.0
16,20,Statement 3,Department of Science and Technology,Central Sector Schemes/Projects,1,2189.39,,2189.39,2915.69,,2915.69,2141.58,,2141.58,2894.55,,2894.55
16,20,Statement 3,Department of Science and Technology,Establishment Expenditure of the Centre,2,503.77,86.48,590.25,591.7,122.0,713.7,566.22,69.2,635.42,619.75,82.7,702.45
16,20,Statement 3,Department of Science and Technology,Other Central Sector Expenditure,3,2113.92,,2113.92,2438.0,,2438.0,2463.0,,2463.0,2403.0,,2403.0
16,20,Statement 3,Department of Biotechnology,Total Ministry/Department,,2259.1,,2259.1,3502.37,,3502.37,2961.0,,2961.0,2581.0,,2581.0
16,20,Statement 3,Department of Biotechnology,Central Sector Schemes/Projects,1,1628.32,,1628.32,2620.28,,2620.28,2204.0,,2204.0,1680.0,,1680.0
16,20,Statement 3,Department of Biotechnology,Establishment Expenditure of the Centre,2,26.4,,26.4,35.18,,35.18,34.82,,34.82,35.18,,35.18
16,20,Statement 3,Department of Biotechnology,Other Central Sector Expenditure,3,604.38,,604.38,846.91,,846.91,722.18,,722.18,865.82,,865.82
16,20,Statement 3,Department of Scientific and Industrial Research,Total Ministry/Department,,4193.4,5.42,4198.82,5202.12,22.15,5224.27,5285.57,12.15,5297.72,5623.96,12.5,5636.46
16,20,Statement 3,Department of Scientific and Industrial Research,Central Sector Schemes/Projects,1,20.13,1.8,21.93,33.35,1.65,35.0,30.35,1.65,32.0,37.0,2.0,39.0
