page,statement,row_label,actuals_2018_19_revenue,actuals_2018_19_capital,actuals_2018_19_total,be_2019_20_revenue,be_2019_20_capital,be_2019_20_total,re_2019_20_revenue,re_2019_20_capital,re_2019_20_total,be_2020_21_revenue,be_2020_21_capital,be_2020_21_total,fiscal_year,data_source,actuals_2019_20_revenue,actuals_2019_20_capital,actuals_2019_20_total,re_2020_21_revenue,re_2020_21_capital,re_2020_21_total,be_2021_22_revenue,be_2021_22_capital,be_2021_22_total,pdf_page,ministry_department,expenditure_category,category_number,actuals_2020_2021_revenue,actuals_2020_2021_capital,actuals_2020_2021_total,be_2021_2022_revenue,be_2021_2022_capital,be_2021_2022_total,re_2021_2022_revenue,re_2021_2022_capital,re_2021_2022_total,be_2022_2023_revenue,be_2022_2023_capital,be_2022_2023_total,demand_no,actuals_2021_2022_revenue,actuals_2021_2022_capital,actuals_2021_2022_total,re_2022_2023_revenue,re_2022_2023_capital,re_2022_2023_total,be_2023_2024_revenue,be_2023_2024_capital,be_2023_2024_total,row_type,actuals_2022_23_revenue,actuals_2022_23_capital,actuals_2022_23_total,be_2023_24_revenue,be_2023_24_capital,be_2023_24_total,re_2023_24_revenue,re_2023_24_capital,re_2023_24_total,be_2024_25_revenue,be_2024_25_capital,be_2024_25_total
20,Statement 3,99. Ministry of Tribal Affairs,5929.14,65.0,5994.14,6814.96,80.0,6894.96,7260.15,80.01,7340.16,7260.99,150.01,7411.0,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,1. Central Sector Schemes/Projects,288.48,65.0,353.48,295.31,80.0,375.31,356.71,80.01,436.72,1665.22,150.01,1815.23,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,2.   Centrally Sponsored Schemes,3781.05,0.0,3781.05,3810.02,0.0,3810.02,4194.39,0.0,4194.39,4190.52,0.0,4190.52,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,3.   Establishment Expenditure of the Centre,39.79,0.0,39.79,47.07,0.0,47.07,46.5,0.0,46.5,55.24,0.0,55.24,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,4.   Other Grants/Loans/Transfers,1819.82,0.0,1819.82,2662.56,0.0,2662.56,2662.55,0.0,2662.55,1350.01,0.0,1350.01,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,100. Ministry of Women and Child Development,22995.35,30.24,23025.59,29164.89,0.01,29164.9,26179.49,5.01,26184.5,30007.09,0.01,30007.1,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,1. Centrally Sponsored Schemes,22743.28,30.24,22773.52,28914.36,0.01,28914.37,25910.49,5.01,25915.5,29720.37,0.01,29720.38,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,2.   Establishment Expenditure of the Centre,56.67,0.0,56.67,60.92,0.0,60.92,70.0,0.0,70.0,69.12,0.0,69.12,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,3.   Other Central Sector Expenditure,195.4,0.0,195.4,189.61,0.0,189.61,199.0,0.0,199.0,217.6,0.0,217.6,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,101. Ministry of Youth Affairs and Sports,1722.33,0.68,1723.01,2181.9,35.02,2216.92,2731.9,45.02,2776.92,2775.9,51.02,2826.92,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,1. Central Sector Schemes/Projects,1027.88,0.68,1028.56,1309.98,0.02,1310.0,1555.48,0.02,1555.5,1745.9,0.02,1745.92,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,2.   Establishment Expenditure of the Centre,28.26,0.0,28.26,33.0,0.0,33.0,33.0,0.0,33.0,34.0,0.0,34.0,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,3.   Other Central Sector Expenditure,666.19,0.0,666.19,838.92,35.0,873.92,1143.42,45.0,1188.42,996.0,51.0,1047.0,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Grand Total,2007399.09,307713.52,2315112.61,2447780.34,338569.11,2786349.45,2349644.67,348907.47,2698552.14,2630145.16,412084.93,3042230.09,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Central Sector Schemes/Projects,364691.69,273803.18,638494.87,568660.18,302134.28,870794.46,458524.99,314671.01,773196.0,497024.69,334800.37,831825.06,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Centrally Sponsored Schemes,295927.44,101.41,296028.85,331544.07,65.51,331609.58,316760.91,54.65,316815.56,339838.77,55.76,339894.53,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Establishment Expenditure of the Centre,514756.72,6490.51,521247.23,538759.82,7536.42,546296.24,560214.12,6918.64,567132.76,602276.49,7308.3,609584.79,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Finance Commission Grants,93703.58,0.0,93703.58,120466.22,0.0,120466.22,123709.88,0.0,123709.88,149924.8,0.0,149924.8,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Other Central Sector Expenditure,663215.78,14187.73,677403.51,751081.93,21046.66,772128.59,721617.37,19936.04,741553.41,827406.33,60167.84,887574.17,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Statement 3,Other Grants/Loans/Transfers,75103.88,13130.69,88234.57,137268.12,7786.24,145054.36,168817.4,7327.13,176144.53,213674.08,9752.66,223426.74,2020-21,Expenditure Profile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,"1. Department of Agriculture, Cooperation and Farmers' Welfare",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134349.45,50.32,134399.77,2021-22,Expenditure Profile,94237.97,13.65,94251.62,116698.58,59.34,116757.92,122961.57,56.0,123017.57,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116490.0,0.0,116490.0,2021-22,Expenditure Profile,81342.71,0.0,81342.71,103162.3,0.0,103162.3,105018.81,0.0,105018.81,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Centrally Sponsored Schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17269.45,50.32,17319.77,2021-22,Expenditure Profile,12321.46,13.65,12335.11,12977.36,59.34,13036.7,17352.19,56.0,17408.19,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.07,0.0,556.07,2021-22,Expenditure Profile,498.87,0.0,498.87,526.99,0.0,526.99,557.47,0.0,557.47,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,4.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93,0.0,33.93,2021-22,Expenditure Profile,74.93,0.0,74.93,31.93,0.0,31.93,33.1,0.0,33.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2. Department of Agricultural Research and Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8362.58,0.0,8362.58,2021-22,Expenditure Profile,7523.37,0.0,7523.37,7762.38,0.0,7762.38,8513.62,0.0,8513.62,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2729.0,0.0,2729.0,2021-22,Expenditure Profile,2488.61,0.0,2488.61,2305.0,0.0,2305.0,2686.0,0.0,2686.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,0.0,13.85,2021-22,Expenditure Profile,12.2,0.0,12.2,13.11,0.0,13.11,14.05,0.0,14.05,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619.73,0.0,5619.73,2021-22,Expenditure Profile,5022.56,0.0,5022.56,5444.27,0.0,5444.27,5813.57,0.0,5813.57,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3. Atomic Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8884.44,9344.5,18228.94,2021-22,Expenditure Profile,11729.2,8075.49,19804.69,8312.62,5962.34,14274.96,8389.12,9875.77,18264.89,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.05,5465.32,6286.37,2021-22,Expenditure Profile,2927.57,5102.53,8030.1,686.76,3619.04,4305.8,452.47,6224.37,6676.84,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189.42,-57.82,5131.6,2021-22,Expenditure Profile,6021.16,-122.04,5899.12,5039.75,-426.7,4613.05,4890.35,-28.6,4861.75,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.97,3937.0,6810.97,2021-22,Expenditure Profile,2780.47,3095.0,5875.47,2586.11,2770.0,5356.11,3046.3,3680.0,6726.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,"4. Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122.08,0.0,2122.08,2021-22,Expenditure Profile,1784.16,0.0,1784.16,2322.08,0.0,2322.08,2970.3,0.0,2970.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136.0,2021-22,Expenditure Profile,95.03,0.0,95.03,121.9,0.0,121.9,298.67,0.0,298.67,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Centrally Sponsored Schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,705.0,2021-22,Expenditure Profile,495.48,0.0,495.48,400.0,0.0,400.0,553.8,0.0,553.8,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.5,0.0,110.5,2021-22,Expenditure Profile,101.04,0.0,101.04,99.44,0.0,99.44,118.75,0.0,118.75,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,4.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.58,0.0,1170.58,2021-22,Expenditure Profile,1092.61,0.0,1092.61,1700.74,0.0,1700.74,1999.08,0.0,1999.08,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,5. Department of Chemicals and Petrochemicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.34,0.0,218.34,2021-22,Expenditure Profile,365.12,0.0,365.12,222.0,73.7,295.7,229.64,3.5,233.14,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3,0.0,57.3,2021-22,Expenditure Profile,234.58,0.0,234.58,25.65,0.0,25.65,56.73,0.0,56.73,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,19.99,2021-22,Expenditure Profile,17.43,0.0,17.43,18.12,0.0,18.12,20.97,0.0,20.97,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.05,0.0,141.05,2021-22,Expenditure Profile,113.11,0.0,113.11,178.23,0.0,178.23,151.94,0.0,151.94,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,4.   Other Grants/Loans/Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,Expenditure Profile,0.0,0.0,0.0,0.0,73.7,73.7,0.0,3.5,3.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,6. Department of Fertilisers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71344.95,0.05,71345.0,2021-22,Expenditure Profile,81144.25,0.0,81144.25,133979.46,813.24,134792.7,79566.77,444.62,80011.39,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,1. Central Sector Schemes/Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71309.0,0.0,71309.0,2021-22,Expenditure Profile,81124.33,0.0,81124.33,133947.3,0.0,133947.3,79529.68,0.0,79529.68,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,2.   Establishment Expenditure of the Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.94,0.0,35.94,2021-22,Expenditure Profile,32.75,0.0,32.75,32.16,0.0,32.16,37.08,0.0,37.08,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,3.   Other Central Sector Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,2021-22,Expenditure Profile,-12.83,0.0,-12.83,0.0,813.24,813.24,0.01,444.62,444.63,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Statement 3,7. Department of Pharmaceuticals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.4,7.18,333.58,2021-22,Expenditure Profile,220.36,333.15,553.51,463.23,7.18,470.41,461.29,9.12,470.41,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
